0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_dolly_2000_correct,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_dolly_2000_choiceD_probs
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.6071214,0.093105085,0.23775215,0.062021356
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.9904711,0.0011240415,0.0026964354,0.0057083545
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,True,0.3567116,0.13969027,0.16849862,0.33509955
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.8654719,0.0030253443,0.043089308,0.08841352
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.13727465,0.015401788,0.45010623,0.39721736
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.3932521,0.024366295,0.07743593,0.5049457
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.99614596,0.0034821285,0.00013501679,0.00023696183
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.72076446,0.15108044,0.100641266,0.02751379
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.9972947,0.0016467379,0.00040355048,0.0006550271
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.009956455,0.060990687,0.65571165,0.27334127
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.9801426,0.0022823326,0.0079661235,0.009608979
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.99648005,0.0015217395,0.0014184172,0.0005798478
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.5585404,0.20547554,0.08565495,0.15032911
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.6076695,0.093189135,0.13558939,0.16355202
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.8458088,0.010647162,0.06729213,0.07625198
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,False,0.055501252,0.0017291944,0.92417884,0.018590592
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.6532831,0.091934204,0.084363565,0.1704191
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.13968506,0.002854125,0.0017860658,0.85567474
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,True,0.97936285,0.0055568265,0.0045353496,0.010545004
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.508274,0.02033352,0.3958442,0.07554819
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.32967606,0.02042706,0.071297444,0.57859945
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.32651004,0.044188328,0.15423241,0.47506928
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.89400613,0.029650014,0.062769085,0.013574766
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.83751047,0.005469481,0.06874704,0.08827295
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.4368546,0.09901045,0.4368546,0.027280249
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.2024351,0.41536987,0.22938904,0.15280604
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.013626644,0.00041148902,0.00033584752,0.98562604
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.35717234,0.06607024,0.55319935,0.023558069
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.4433356,0.10864405,0.17912377,0.26889664
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.9981901,2.706047e-05,0.0017545172,2.8359129e-05
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.05538591,0.058957994,0.59545463,0.2902014
What is the square root of 81 squared?,9,27,81,729,C,False,0.5967764,0.12509114,0.1606202,0.11751225
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.4521824,0.117958836,0.2919509,0.13790785
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.45926175,0.0006141186,0.003192711,0.5369314
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,False,0.6698426,0.1128199,0.031328958,0.18600857
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.96301204,0.022647873,0.0006035454,0.013736629
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.11566782,0.0381432,0.067997605,0.7781914
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.06321918,0.84586334,0.07163672,0.019280763
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.018789608,0.057876073,0.17278603,0.7505483
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.43455234,0.55797625,0.0068077818,0.00066361134
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.016602287,0.0053899735,0.1526718,0.8253359
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.72506654,0.05504431,0.042203933,0.17768519
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.94733745,0.045714032,0.0033115135,0.003636986
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.94576174,0.001797444,0.051714625,0.00072623306
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,False,0.49538413,0.48014274,0.0075220102,0.016951112
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.91890997,0.051841352,0.014852796,0.014395824
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.99577904,0.00080133625,0.0028857228,0.00053380505
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.22206098,0.02491455,0.7281099,0.02491455
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,True,0.77010894,0.059384424,0.05240657,0.11810003
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.27104205,0.21108778,0.3373173,0.18055294
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.11293244,0.03235569,0.020247672,0.8344642
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.4232673,0.047489278,0.15571134,0.3735321
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,False,0.9998479,6.8142996e-05,6.8142996e-05,1.568741e-05
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.24569212,0.024326814,0.6678604,0.062120695
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.79058224,0.012289032,0.18777974,0.009349003
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.99649185,0.0020477485,0.00071882736,0.0007416454
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.96463126,0.03405565,0.00071793294,0.0005951873
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.62264585,0.30345336,0.023583336,0.050317496
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.5186588,0.1792437,0.098987766,0.20310971
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.047004912,0.0024145239,0.9441189,0.006461601
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.00521594,0.96340066,0.030968465,0.00041497764
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,False,0.05205285,0.048899125,0.3394272,0.55962086
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,False,0.23499684,0.094947316,0.65906495,0.010990948
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,True,0.046452854,0.1725933,0.05430889,0.72664493
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.0018968479,0.003892079,0.9825915,0.011619602
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.9087924,0.0021833638,0.0018100722,0.08721416
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.7492619,0.015190209,0.037013255,0.19853464
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.97062546,0.014738169,0.0067476253,0.007888773
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.90072113,0.054092508,0.021182932,0.024003405
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.27896518,0.38130015,0.02362574,0.3161089
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.0109261,0.10047455,0.27311817,0.61548126
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.8976223,0.021780157,0.020460565,0.060136944
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.2361359,0.18974052,0.36573443,0.20838921
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.9248066,0.02315208,0.043253783,0.008787538
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.9688389,0.0021823347,0.006894926,0.02208389
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,False,0.32642657,0.27061713,0.16413759,0.2388188
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.13881968,0.07909707,0.35448846,0.42759472
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.5662141,0.38915288,0.014624852,0.030008247
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.46541613,0.1006533,0.31987554,0.11405513
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.6869409,0.19681187,0.068016365,0.048230823
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,False,0.9091165,0.00019690642,0.08456101,0.0061255787
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.22623034,0.7417807,0.0032270025,0.028761959
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.30879238,0.062734984,0.2559979,0.37247473
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.54799443,0.033954285,0.35938352,0.058667745
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.08872144,0.006841463,0.8960548,0.008382336
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.9409739,0.012609056,0.031207714,0.015209426
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,False,0.5372233,0.23839138,0.07046836,0.15391704
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,False,0.49868733,0.17781244,0.18928036,0.13421987
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.44235244,0.53357893,0.01883764,0.0052310238
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.99353856,0.00077493425,0.0026215687,0.0030649244
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.0004878152,7.250725e-05,1.3412494e-05,0.99942625
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.04334474,0.00035853227,0.9561696,0.00012709176
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.11432197,0.6578775,0.1562596,0.07154086
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.9306311,0.0029619948,0.050887275,0.015519743
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.5694132,0.18199539,0.11750505,0.13108636
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,False,0.9968058,0.0010964262,0.0019242879,0.00017347981
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.6367121,0.0611034,0.17680855,0.12537605
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.23538624,0.17767884,0.03964551,0.5472894
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.9160742,0.018717753,0.033368003,0.031839967
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,False,0.48982295,0.30652338,0.0057473076,0.19790636
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.7940908,0.1379923,0.01387825,0.05403856
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.98532933,0.0028554401,0.0021553992,0.009659829
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.027755024,0.037936617,0.8634334,0.07087493
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.82381773,0.026481578,0.08415828,0.065542534
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.7037169,0.24319805,0.019653413,0.033431586
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.04743219,0.38492602,0.24852692,0.31911486
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.46457902,0.17496206,0.11564286,0.24481595
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.08758075,0.020802252,0.034297112,0.85731995
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.56288517,0.014091554,0.30129072,0.12173246
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.9106937,0.04394578,0.008928127,0.03643233
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.896226,0.022436578,0.06492239,0.016414952
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.9693369,0.010437053,0.01889906,0.0013269223
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.99722975,0.0006864178,0.00069722725,0.001386602
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.51855004,0.28637055,0.09297089,0.10210856
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.0051143756,0.07754089,0.109350175,0.8079946
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.99964714,0.00014422977,0.0001177169,9.0964575e-05
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.7117925,0.12369099,0.024356201,0.14016026
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.08609324,0.15109834,0.7208499,0.041958492
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.409111,0.045900986,0.541984,0.003003938
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9972475,0.000112056616,9.004002e-05,0.0025503968
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.97285414,0.0021281098,0.017818445,0.007199303
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.6363926,0.1177208,0.14199838,0.103888236
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.9556176,0.037053317,0.003936021,0.0033930622
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.8499554,0.012508818,0.0479512,0.08958463
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,False,0.9971969,0.002322045,0.00013049008,0.00035057636
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.86434215,0.038574588,0.064600274,0.03248306
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.8323218,0.033821415,0.028038936,0.10581785
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.9586377,0.01989589,0.018115414,0.0033510148
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.7193849,0.07122875,0.18766278,0.021723542
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.2791593,0.007439343,0.5215382,0.19186318
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.3098843,0.08471765,0.38565725,0.21974088
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.9504236,0.010893407,0.014889522,0.023793388
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.2529821,0.732028,0.008656572,0.006333283
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.22477818,0.05683282,0.3591945,0.3591945
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.07619548,0.035992198,0.63797694,0.24983536
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.46567753,0.008138603,0.5114467,0.014737104
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.5367213,0.018365592,0.10904155,0.3358716
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.6576972,0.1040628,0.024717083,0.21352302
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.4962059,0.20684938,0.12546049,0.17148417
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.97694093,0.009577592,0.008192148,0.0052892487
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.98175365,0.005658113,0.010570746,0.0020174622
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.04131798,0.04131798,0.8298939,0.08747017
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.9233831,0.030624311,0.03693997,0.009052529
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.0012276766,0.0013911399,0.012399095,0.98498213
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.8766645,0.057822295,0.028180337,0.037332878
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.9982198,0.00020630461,0.0015484021,2.5466754e-05
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.494553,0.1416918,0.22642286,0.13733241
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.00029587088,0.9994128,1.3412313e-05,0.000277945
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,False,0.9097769,0.058160093,0.028344966,0.0037180504
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.17662865,0.21981789,0.32998574,0.27356777
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.13067865,0.0579883,0.2944889,0.5168441
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.5844257,0.026492976,0.056085628,0.33299574
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.14763913,0.8496045,0.0010104501,0.0017459013
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.76639795,0.13740757,0.08077775,0.015416704
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.9896534,0.00065000827,0.0013977374,0.008298749
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,False,0.38344955,0.23257391,0.02375892,0.3602175
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,False,0.8132978,0.012157817,0.13276722,0.04177706
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.04990897,0.0343019,0.0583495,0.85743964
