0,1,2,3,4,5,llama_7B_ds_alpacafirstturn_20000/epoch1_correct,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceA_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceB_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceC_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.08319506,0.6965837,0.15542884,0.06479238
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,False,0.17704698,0.29190114,0.3748085,0.15624341
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.099032596,0.3456577,0.20965199,0.3456577
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.15125309,0.2493742,0.13348038,0.46589231
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.11538606,0.58597875,0.13074954,0.16788572
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.1832715,0.34239623,0.20767382,0.26665846
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.17193802,0.41245788,0.1948313,0.2207728
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.32007465,0.41098398,0.11774889,0.15119256
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.08089141,0.3625301,0.19404839,0.3625301
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.151857,0.68057585,0.049300753,0.11826635
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.2661362,0.49720788,0.11094208,0.12571384
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.10030659,0.240623,0.30896604,0.3501044
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,True,0.45256534,0.3993875,0.07864407,0.06940315
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.09719268,0.33923578,0.29937452,0.26419708
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.14217114,0.8181384,0.02470564,0.014984728
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.27100182,0.506298,0.07764332,0.14505681
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.1832715,0.34239623,0.20767382,0.26665846
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.29800048,0.3376788,0.15950817,0.20481254
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.24141292,0.35125372,0.24141292,0.16592051
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.13792524,0.33086544,0.15628976,0.37491965
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.05170689,0.07523308,0.15926844,0.7137916
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,True,0.11633193,0.2790658,0.2462747,0.35832757
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.11107811,0.43932247,0.26646256,0.18313685
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,True,0.21170604,0.44818172,0.12840621,0.21170604
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,True,0.04155952,0.0776434,0.30708563,0.57371145
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.12127054,0.7907832,0.057284147,0.030661993
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.19679801,0.6868925,0.04391157,0.07239793
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,False,0.13641883,0.2887987,0.1545828,0.4201996
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.34032014,0.4369797,0.12519678,0.09750336
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.10443317,0.5303554,0.08133264,0.2838788
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,False,0.35909978,0.35909978,0.14969505,0.13210543
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.09928284,0.39267126,0.26987875,0.23816717
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.3247916,0.15342069,0.19699608,0.3247916
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.20258142,0.42886487,0.10843402,0.2601197
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.26249942,0.55571127,0.09656814,0.08522109
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.088727385,0.51059085,0.21284594,0.18783589
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.116331935,0.3583276,0.27906582,0.24627472
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.4734044,0.19734432,0.10563081,0.2236204
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.123681486,0.33620113,0.2039163,0.33620113
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.2661362,0.49720788,0.11094208,0.12571384
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.0937009,0.039060347,0.08269075,0.78454804
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,True,0.18919973,0.24293725,0.3534716,0.21439137
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.007062211,0.016941365,0.63572,0.34027642
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.1948313,0.41245788,0.17193802,0.2207728
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.15240169,0.6027604,0.0924363,0.15240169
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.2424461,0.5132584,0.11452343,0.12977205
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.19593963,0.5326191,0.15259793,0.11884339
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.07413376,0.7033616,0.08400456,0.13850011
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.18607986,0.11286314,0.12789069,0.5731663
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,True,0.31680247,0.35898423,0.19215041,0.13206293
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.28297442,0.41172534,0.13366765,0.17163265
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,True,0.14706096,0.18883002,0.31132805,0.3527809
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.52764297,0.32003164,0.08091667,0.07140871
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.3323108,0.4266955,0.1569725,0.08402132
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.18046775,0.43291965,0.12403356,0.26257905
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.1053339,0.60615474,0.1352514,0.15325992
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.17082725,0.4097933,0.17082725,0.2485522
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.17067708,0.52572244,0.17067708,0.13292345
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,False,0.08599609,0.34012115,0.34012115,0.23376162
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,True,0.19828953,0.28850955,0.22469147,0.28850955
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,False,0.34090945,0.4377364,0.11067709,0.11067709
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.17834015,0.2594834,0.33318326,0.22899328
