0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_correct,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceD_probs
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.022247696,0.12802665,0.7367425,0.11298312
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.07379785,0.61790186,0.2575798,0.050720472
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.14321074,0.641826,0.16227902,0.052684285
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.010836682,0.35886163,0.46078745,0.16951424
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.00021511724,0.11143349,0.49941024,0.38894108
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.13197315,0.4065059,0.3587402,0.10278079
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.5424821,0.37284213,0.07341696,0.011258856
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.80964077,0.18065529,0.0042486046,0.0054553165
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,True,0.19805111,0.7833073,0.012660983,0.0059806253
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.7222186,0.26568937,0.0103018945,0.001790201
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.070964135,0.13257845,0.7629363,0.033521082
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.26793516,0.7283233,0.0016959533,0.00204571
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.056688603,0.6094599,0.19786265,0.13598889
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.23331769,0.49393356,0.20590213,0.06684664
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.105619445,0.780428,0.049891092,0.06406143
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9126965,0.04544048,0.040101085,0.0017619188
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.0122829545,0.97575593,0.0035191255,0.008441943
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.10405243,0.41153532,0.46633062,0.0180816
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.079939865,0.8594345,0.017836994,0.04278872
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.04699036,0.83292407,0.08778955,0.032295972
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.0043221437,0.5660891,0.16218725,0.26740155
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.009052452,0.38492006,0.045972146,0.5600554
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.56117976,0.3003779,0.11050285,0.027939495
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.011774708,0.34410742,0.076780744,0.5673372
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.20239505,0.5501668,0.108334266,0.13910395
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.008835438,0.7953408,0.1382095,0.057614297
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.027496861,0.910571,0.0037212956,0.058210853
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.07031198,0.16866966,0.75592494,0.005093382
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.025339944,0.1652372,0.74054176,0.06888112
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.0039582946,0.587463,0.13108072,0.2774979
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,2.3630273e-05,0.025913741,0.97240597,0.00165661
What is the square root of 81 squared?,9,27,81,729,C,False,0.027433742,0.90848076,0.045230594,0.018854916
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,False,0.20366672,0.2963333,0.2963333,0.20366672
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,True,0.07023924,0.3567043,0.21635209,0.3567043
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.11878532,0.2514685,0.026504587,0.6032416
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.029162554,0.96573114,0.0023938082,0.00271254
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.004376136,0.39392722,0.02853599,0.5731607
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.0003787414,0.9963497,0.002469704,0.0008017955
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.0010815457,0.23354885,0.7193811,0.045988493
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.0137810875,0.9661289,0.0023947943,0.017695269
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,False,0.00018596082,0.6281511,0.03543786,0.3362251
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.019608954,0.39385638,0.013477025,0.57305765
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.98726374,0.012427816,0.00020087695,0.00010752168
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.9969023,0.0028000933,0.00029512765,2.5533545e-06
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.00070955546,0.9991285,9.602789e-05,6.599894e-05
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.002969728,0.93306077,0.059648577,0.0043209284
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.24432977,0.7525887,0.0027142586,0.00036733496
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.17297724,0.47020087,0.22210716,0.13471481
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.013667132,0.95813996,0.017548947,0.010643973
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.0012541249,0.8341707,0.036650904,0.12792422
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.3137214,0.6641482,0.0065110796,0.01561927
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.13859314,0.3767352,0.10793645,0.3767352
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.0013242739,0.9981108,0.00023012428,0.00033482886
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.07424031,0.6216065,0.04502903,0.25912416
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.092573814,0.22207303,0.0816961,0.60365707
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.0019259285,0.99765563,0.00029535068,0.00012312048
On what body part should you wear a babushka?,head,hands,foot,legs,A,False,0.1140436,0.84267455,0.010607707,0.032674037
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.0019926939,0.23032409,0.70944816,0.05823505
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,False,0.25912416,0.6216065,0.04502903,0.07424031
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.3509605,0.2733283,0.18785562,0.18785562
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.10130354,0.84820414,0.032888442,0.017603915
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.005706026,0.1146086,0.8468494,0.032835912
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,1.4738032e-05,0.99992085,4.0062125e-05,2.4298908e-05
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.00026110798,0.9994236,8.476935e-05,0.00023042697
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.00061499135,0.017972682,0.98127514,0.00013722312
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.4120607,0.5290964,0.03832762,0.020515295
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,True,0.004638071,0.8838599,0.018343925,0.09315814
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.13826266,0.79564667,0.04488731,0.021203265
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.00953155,0.9722446,0.0108006615,0.007423179
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.00062187325,0.9922558,0.0052068806,0.0019155043
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.00036168442,0.30889976,0.113637865,0.5771007
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.04223066,0.7485563,0.01994835,0.18926467
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.0020067596,0.9173795,0.040306844,0.040306844
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.96412414,0.01765855,0.013752492,0.0044647804
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.016980127,0.8181483,0.0671577,0.09771388
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.0010277043,0.99458694,0.0019200045,0.0024653347
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.00022359827,0.017762613,0.9698057,0.012208053
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.10604742,0.8879242,0.002826068,0.0032023548
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,True,0.007193583,0.9421734,0.009236743,0.04139621
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.007460474,0.9771293,0.0031099885,0.012300243
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.003907271,0.032715183,0.95607775,0.0072997436
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.00055119506,0.99658406,0.0011668799,0.0016978004
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.039926983,0.551175,0.074593425,0.33430454
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.92966,0.059431177,0.009114066,0.001794666
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.0087714195,0.89470917,0.0022177624,0.09430165
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.50488657,0.4455608,0.017276268,0.032276317
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.0007079628,0.99688584,0.0007079628,0.0016983144
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.004414131,0.12899983,0.8411845,0.025401572
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.031099819,0.8020749,0.13937972,0.027445493
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.3980297,0.51108027,0.053867463,0.03702253
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.009634759,0.9827722,0.0024360488,0.005157115
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.0010977106,0.73013306,0.26860094,0.00016833938
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.009631635,0.98245347,0.0051554427,0.0027595095
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.9668231,0.029195528,0.002114917,0.0018664077
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.1791715,0.5518871,0.20302792,0.06591351
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.00012337595,0.99972576,8.479498e-05,6.603839e-05
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.07205653,0.8778283,0.034037095,0.016077986
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.00047153726,0.022719938,0.0107321385,0.9660763
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.07837039,0.51103914,0.100629576,0.3099609
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.0065504075,0.459219,0.013867212,0.52036333
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.0009885539,0.24189116,0.012043052,0.74507725
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.42112318,0.54073286,0.0112225525,0.026921503
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.001049693,0.20003608,0.791158,0.00775624
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.0038224326,0.9353184,0.00809209,0.052767053
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.10493356,0.8785979,0.0067081777,0.009760341
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.25368845,0.6895967,0.04408444,0.012630405
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.013690596,0.8470072,0.0094094,0.12989277
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,False,0.0014775022,0.5260272,0.062824994,0.4096704
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.021109289,0.89758974,0.023919957,0.05738099
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.28007054,0.3173615,0.042950213,0.3596177
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.99212074,0.0075749354,0.00025920005,4.5042212e-05
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.90009856,0.09486969,0.0036784972,0.0013532434
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.40338808,0.10199248,0.45709857,0.037520934
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.98342437,0.015895573,0.00048000476,0.00020009576
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.008958494,0.55424243,0.14013444,0.2966646
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.03701142,0.95453703,0.005008951,0.003442598
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.103867345,0.8696706,0.014056916,0.012405185
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,False,0.19640449,0.4711499,0.32381627,0.008629411
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.01306817,0.49037948,0.49037948,0.0061729667
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9985299,0.0011691583,0.00026087448,4.00064e-05
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.0027108507,0.9651297,0.022697674,0.009461798
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.14850286,0.5873402,0.11565414,0.14850286
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.013045259,0.9145433,0.0061621442,0.066249296
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.9899367,0.009704998,0.00015686668,0.00020142081
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.0027180999,0.9677106,0.020084193,0.009487101
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.7874611,0.15506029,0.026945436,0.03053318
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.043078955,0.67386824,0.13269253,0.15036033
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.60332227,0.28498927,0.030037645,0.081650786
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.037084505,0.956422,0.0030440816,0.0034493962
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.003054399,0.9596636,0.032837883,0.004444124
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.0003613582,0.50883025,0.04176733,0.44904113
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.7708183,0.22084315,0.0024533458,0.0058852704
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.00037990665,0.99941516,0.00010884507,9.6055446e-05
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.15409942,0.69062567,0.08248348,0.072791405
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0005409389,0.013950999,0.9780406,0.007467432
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.0025123118,0.094273806,0.894445,0.0087688295
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.11979867,0.3690059,0.22381338,0.28738207
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.07064883,0.7595464,0.020241225,0.14956355
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.020234082,0.97493273,0.0024166168,0.0024166168
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,True,0.06093435,0.8411727,0.06093435,0.03695855
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.024156943,0.9064826,0.05794949,0.011410932
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.013016471,0.17968684,0.80530053,0.0019961405
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.93908954,0.060033984,0.00051939575,0.00035697513
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.0026057586,0.2657946,0.009094991,0.7225046
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,True,0.21924907,0.76525444,0.00312742,0.012369186
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.4609952,0.4609952,0.055058025,0.0229516
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.039556254,0.6187639,0.25793916,0.08374059
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.4068798,0.5920066,0.0006931685,0.00042042794
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.007460628,0.9771494,0.009579635,0.005810343
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.08423351,0.48473036,0.22897041,0.20206568
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.013036244,0.9139113,0.051559348,0.021493133
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.010632686,0.5123115,0.1663232,0.31073263
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.01759036,0.9604011,0.008309098,0.013699385
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.02708578,0.8969578,0.018615765,0.057340592
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.99742496,0.0024723695,5.131239e-05,5.131239e-05
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.00013966982,0.99877137,0.00037966194,0.00070930185
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.10117322,0.847113,0.047790844,0.0039229114
