0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_gpt35op_Gptvic_Tptvicuna_choiceD_probs
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.10107001,0.8462488,0.015499588,0.03718158
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.10843402,0.20258142,0.2601197,0.42886487
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.18468855,0.4430448,0.16298708,0.20927955
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.21583171,0.4032267,0.1904708,0.1904708
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.13471481,0.22210716,0.17297724,0.47020087
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.07474937,0.48742712,0.05821487,0.37960863
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.2213458,0.28421363,0.17238429,0.32205623
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.52684605,0.36209565,0.055529162,0.055529162
What is another way of writing-'six feet'?,6',6,6'',6#,A,False,0.32185984,0.36471498,0.09221439,0.22121082
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,True,0.34786707,0.44667014,0.06045023,0.14501256
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.36083677,0.5250144,0.07105297,0.043095805
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.17076454,0.24846093,0.219266,0.36150852
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.44050926,0.4991624,0.019354627,0.040973745
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.16535495,0.27262422,0.16535495,0.3966659
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.3882259,0.30235064,0.12603849,0.18338493
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.24907061,0.46532515,0.091627955,0.19397637
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.48280114,0.17761262,0.13832484,0.20126146
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.056383625,0.8819883,0.0052444944,0.056383625
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.104085356,0.3632936,0.24968779,0.28293332
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.30121598,0.38676897,0.046192966,0.26582217
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.21623316,0.4039767,0.102141306,0.27764887
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.07735682,0.30595216,0.34668922,0.27000183
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.11010224,0.29928893,0.097164884,0.493444
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.3030892,0.3030892,0.12634638,0.26747528
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.17704698,0.29190114,0.15624341,0.3748085
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.19699608,0.3247916,0.15342069,0.3247916
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.12479865,0.5593087,0.110134415,0.20575818
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.14872791,0.3567797,0.09020804,0.40428436
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,False,0.14109936,0.63236344,0.15988651,0.066650614
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.12303433,0.3789724,0.20284933,0.29514402
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.06984103,0.58477175,0.101618096,0.24376912
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.015013814,0.30156052,0.34171283,0.34171283
What is the square root of 81 squared?,9,27,81,729,C,False,0.21170604,0.44818172,0.21170604,0.12840621
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,False,0.2122445,0.34993201,0.16529618,0.27252734
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.18338493,0.30235064,0.12603849,0.3882259
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.11466839,0.242753,0.18905622,0.4535223
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.35543463,0.51715434,0.04810285,0.07930819
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.062460974,0.3594381,0.05512161,0.5229793
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.083611324,0.79328215,0.083611324,0.039495192
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.07885403,0.35339925,0.35339925,0.21434748
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.15242529,0.6028537,0.07200061,0.17272049
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,False,0.058027852,0.42877105,0.084430024,0.42877105
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.16333899,0.30515742,0.028384062,0.5031195
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.63199264,0.3382813,0.014863043,0.014863043
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.8142682,0.18168779,0.0037708096,0.00027315653
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.15896061,0.80726856,0.018985137,0.01478564
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.19159609,0.45961514,0.21710682,0.13168195
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.43091694,0.48829287,0.035371818,0.045418315
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.14046311,0.38181832,0.1803582,0.29736042
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.22023195,0.528309,0.11788167,0.13357744
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.10304178,0.6719168,0.055154286,0.16988717
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.17019323,0.5940327,0.10322741,0.13254662
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.18309313,0.23509625,0.14259307,0.4392176
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.21607608,0.6655612,0.048213094,0.07014963
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.2206912,0.36385828,0.19475931,0.2206912
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.1344094,0.2845447,0.049446456,0.53159946
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.2637923,0.7170618,0.0022822507,0.016863678
On what body part should you wear a babushka?,head,hands,foot,legs,A,False,0.2900896,0.3287146,0.15527378,0.22592203
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.03822546,0.46568146,0.3626731,0.13341998
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,False,0.16075328,0.26503736,0.23389466,0.34031472
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.2452936,0.66677713,0.0547324,0.033196878
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.23509625,0.4392176,0.18309313,0.14259307
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,False,0.09162794,0.4653251,0.24907058,0.19397636
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.0065971906,0.9791099,0.00847096,0.0058220006
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.091622494,0.86929005,0.015921604,0.023165794
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,False,0.17359042,0.7779783,0.034181982,0.01424917
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.46397585,0.40945724,0.055414014,0.071153
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.028065732,0.20737925,0.12578188,0.6387731
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.25270095,0.53496796,0.092963494,0.11936749
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.138265,0.42588618,0.25831303,0.17753577
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.10634538,0.6119754,0.10634538,0.17533389
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.011479215,0.10891176,0.07485389,0.8047551
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.08096005,0.5982184,0.071447,0.24937452
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.10100591,0.39948612,0.14696273,0.35254526
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.53218645,0.36576605,0.030023905,0.0720236
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.15458283,0.42019966,0.13641885,0.28879872
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.075265646,0.8091819,0.040286794,0.075265646
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.048253167,0.2162557,0.27767783,0.45781332
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.30626467,0.5721777,0.05322082,0.06833688
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,True,0.35645235,0.5186351,0.022787236,0.10212531
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.16885991,0.7567776,0.003971204,0.07039128
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,False,0.0901792,0.4041551,0.3147563,0.19090936
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.107691064,0.61971927,0.09503703,0.17755255
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.12867174,0.30866745,0.11355241,0.44910848
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.76950055,0.2204656,0.008548379,0.0014854856
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.10518241,0.47139484,0.056300085,0.36712268
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.38176024,0.29731518,0.05854483,0.26237974
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.046250846,0.8198159,0.036020197,0.09791304
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.032643463,0.16577718,0.4506291,0.35095027
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.18759653,0.6547762,0.0690129,0.08861432
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.42520437,0.3311495,0.121823095,0.121823095
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.08495056,0.4888567,0.04547076,0.380722
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.29964006,0.49402294,0.16038576,0.045951292
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.21392198,0.45287284,0.16660261,0.16660261
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.5267415,0.4102267,0.014037185,0.048994593
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.25066194,0.6813698,0.06337727,0.0045910333
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.081891425,0.88041574,0.023462284,0.014230595
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.34032014,0.4369797,0.12519678,0.09750336
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.006388562,0.06868351,0.088191375,0.8367365
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.069227785,0.3102574,0.3102574,0.3102574
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.09877464,0.39066127,0.067886755,0.44267723
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.1243589,0.29832152,0.08547054,0.491849
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.29800048,0.3376788,0.15950817,0.20481254
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.36029124,0.3179559,0.10322517,0.21852769
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.114161946,0.39846432,0.08890941,0.39846432
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.23097682,0.62786007,0.06617596,0.074987195
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.2602367,0.48618615,0.15784153,0.09573573
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.116678506,0.407248,0.116678506,0.3593951
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.06545871,0.37668884,0.074174434,0.48367804
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.29164848,0.42434603,0.083558686,0.20044687
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.41450858,0.2848873,0.10480418,0.19579999
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.6288093,0.33657736,0.027627952,0.00698544
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.61790204,0.29187626,0.039501153,0.050720487
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.47617862,0.25488007,0.17517632,0.09376513
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.7140515,0.26268488,0.010185397,0.01307831
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.10322517,0.3179559,0.21852769,0.36029124
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.33055797,0.61756355,0.021131862,0.030746678
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.30410963,0.5681516,0.059882734,0.067856036
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,False,0.28715456,0.47343782,0.11970383,0.11970383
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.16298708,0.4430448,0.18468855,0.20927955
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.82219404,0.16189961,0.0026168635,0.013289529
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.07888234,0.35352612,0.16699392,0.40059757
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.21327494,0.3103132,0.3103132,0.16609868
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.13715376,0.54245365,0.094264306,0.22612832
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.695361,0.2898696,0.008753303,0.0060160514
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.04977905,0.4722905,0.3246002,0.15333027
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.2941415,0.42797336,0.1389426,0.1389426
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.08297207,0.37185502,0.28960097,0.25557196
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.26247722,0.38190207,0.12398545,0.23163532
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.2242255,0.6095081,0.07279536,0.093471095
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.03465566,0.42219236,0.0647453,0.47840664
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.04574911,0.49184924,0.12435897,0.33804274
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,False,0.23094375,0.55400527,0.07497646,0.14007446
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.09163173,0.8693777,0.00079276983,0.03819779
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.29800048,0.3376788,0.15950817,0.20481254
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.07628606,0.18300074,0.43899596,0.30171722
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,False,0.17348923,0.3672767,0.32412055,0.13511355
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.21951321,0.41010463,0.15086907,0.21951321
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.21230327,0.30889943,0.12876844,0.3500289
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.2280277,0.70237476,0.018717652,0.05087986
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,True,0.30159858,0.38726023,0.07625606,0.2348852
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.28287002,0.3632123,0.13361834,0.2202994
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,False,0.09633424,0.8065967,0.051564,0.045505073
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.6162542,0.3298571,0.01449291,0.039395813
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.034769185,0.25691146,0.009961538,0.69835776
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.6007969,0.28379634,0.011003979,0.10440284
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.38495463,0.26457518,0.085894994,0.26457518
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.19252954,0.24721283,0.28012884,0.28012884
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.23223348,0.71532947,0.016822938,0.035614155
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.20239505,0.5501668,0.108334266,0.13910395
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.1126384,0.2702055,0.3469507,0.2702055
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.1904708,0.4032267,0.1904708,0.21583171
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.10714532,0.48019198,0.12141155,0.29125115
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.25979605,0.54998827,0.051156882,0.13905881
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.16333447,0.39181906,0.099067375,0.3457791
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.80918306,0.18055315,0.0048115784,0.0054522324
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.035556644,0.8092655,0.045655634,0.10952217
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.26704198,0.64060044,0.067518786,0.024838774
