0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp10k_correct,llama_7B_alpacalong_20000_2/ckp10k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceD_probs
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.30166775,0.16147111,0.43892398,0.09793718
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.3390646,0.20565309,0.38421053,0.0710718
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.36449036,0.20768036,0.36449036,0.06333893
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.46332332,0.13274436,0.36083657,0.043095786
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.45599508,0.10174626,0.40241423,0.039844405
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.517751,0.12297663,0.31403184,0.045240574
What is another way of writing-'six feet'?,6',6,6'',6#,A,False,0.37118506,0.15473296,0.42060778,0.05347428
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.39496812,0.11316026,0.4475575,0.044314194
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.50122523,0.162724,0.30400848,0.032042257
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.3632742,0.11793786,0.46645328,0.05233461
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.506216,0.15438716,0.30703554,0.032361306
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,True,0.33841926,0.18114278,0.38347927,0.09695874
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.380206,0.14889081,0.43082982,0.040073417
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.37360755,0.18786167,0.37360755,0.06492326
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.4638205,0.18163471,0.31877884,0.035765994
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.28670782,0.19705118,0.41715738,0.09908356
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.4843291,0.14771204,0.3328742,0.035084683
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,True,0.44566765,0.15401863,0.3470863,0.053227413
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.31952482,0.110424824,0.52680737,0.043242984
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.3546483,0.13888228,0.45537743,0.05109193
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.3772768,0.13038339,0.3772768,0.11506293
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.49450758,0.1250311,0.33986977,0.040591653
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.31923914,0.16052352,0.4099112,0.110326104
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.4551318,0.18972716,0.3128072,0.042333852
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.39005134,0.17308423,0.3442191,0.09264531
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.3433177,0.1523463,0.44082862,0.063507386
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,False,0.4461415,0.12782168,0.3937185,0.032318383
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.26347673,0.20519587,0.4343997,0.09692767
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.3470863,0.15401863,0.44566765,0.053227413
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,False,0.39821196,0.17670548,0.35142082,0.073661804
What is the square root of 81 squared?,9,27,81,729,C,False,0.47091633,0.13491979,0.34452978,0.049634214
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.36913508,0.19758378,0.36913508,0.06414606
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.37843084,0.08443934,0.48591483,0.051215045
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,False,0.3824478,0.14976871,0.3824478,0.08533564
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.45062932,0.13743418,0.35095048,0.060986046
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,False,0.26943097,0.22336611,0.26943097,0.23777199
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,False,0.46975002,0.19582094,0.2849178,0.049511287
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.34262142,0.17228088,0.41328034,0.07181735
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,False,0.47393548,0.16378772,0.3257308,0.03654598
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,False,0.46673408,0.17170188,0.32078135,0.04078277
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.378909,0.19052741,0.35595205,0.074611604
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.49745822,0.14252417,0.3418977,0.018119914
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,False,0.3449374,0.11198478,0.50188094,0.041196898
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,False,0.43051195,0.1583765,0.37992546,0.031186182
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.45802596,0.12327602,0.35671097,0.061987072
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.40851736,0.15997769,0.3605153,0.070989676
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.38449863,0.16028287,0.40929666,0.045921814
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.35136515,0.15591733,0.39814886,0.09456864
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.32222226,0.20804234,0.4137416,0.055993833
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.34231928,0.18323031,0.38789856,0.086551875
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.44240236,0.15289018,0.28563643,0.119070984
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,False,0.45288637,0.12189271,0.3996708,0.025550101
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.33051968,0.15612644,0.42439565,0.08895816
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.47597975,0.13637048,0.32713577,0.060514037
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,True,0.32256323,0.19564448,0.41417938,0.06761292
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.6070434,0.09309312,0.25305334,0.04681016
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.41334978,0.18342285,0.3647799,0.03844752
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.43820915,0.16120814,0.34127763,0.059305158
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.4807181,0.18825191,0.29157028,0.039459746
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.32973295,0.1557548,0.4797586,0.0347536
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,False,0.46749127,0.15177219,0.32130176,0.059434846
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,False,0.51684386,0.15762848,0.29448876,0.031038886
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.5469098,0.21417296,0.17755562,0.06136158
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,False,0.4993065,0.1836846,0.3028447,0.014164235
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.4471928,0.0937367,0.39464626,0.06442423
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.38127148,0.1317639,0.4320372,0.054927368
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,True,0.31573683,0.20385501,0.4054141,0.07499407
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.4795502,0.14625455,0.2908619,0.08333333
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,False,0.32389003,0.19644924,0.41588303,0.06377773
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,False,0.43477598,0.15994515,0.33860388,0.06667506
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.51493335,0.16717438,0.27562398,0.042268302
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.3644899,0.25051,0.3216612,0.06333885
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,False,0.33887932,0.1503768,0.43512967,0.0756142
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.3502635,0.14601156,0.39690056,0.10682434
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,False,0.45119265,0.18808508,0.31009987,0.050622415
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.3121515,0.12224028,0.5146508,0.050957333
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.34791854,0.17494442,0.44673625,0.030400783
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.40506884,0.13150659,0.40506884,0.058355704
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.32468003,0.1194431,0.50287426,0.053002555
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,False,0.4430577,0.11924736,0.39099702,0.046697933
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.5208419,0.16909261,0.2787866,0.031278986
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.47972262,0.15574314,0.29096648,0.07356785
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.59904337,0.14228527,0.22037575,0.03829556
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.52525115,0.15048698,0.2811467,0.04311524
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.36236852,0.15105768,0.41061732,0.07595657
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,False,0.38773462,0.1720562,0.3421746,0.098034665
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,False,0.34966087,0.18715999,0.34966087,0.11351826
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.58608466,0.1392073,0.22951405,0.045193996
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.3825886,0.15948665,0.3825886,0.075336166
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,True,0.45258075,0.18866372,0.3110539,0.047701657
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.46332332,0.13274436,0.36083657,0.043095786
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,False,0.40724862,0.16976647,0.33762094,0.08536395
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,False,0.38113132,0.14925319,0.4318784,0.037737112
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.30171722,0.18300074,0.43899596,0.07628606
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,False,0.41487202,0.12652883,0.41487202,0.04372719
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.33640113,0.18006255,0.4319476,0.051588785
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,False,0.37295783,0.16549903,0.37295783,0.08858524
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.40166214,0.13881072,0.40166214,0.05786492
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,False,0.3735321,0.15571134,0.4232673,0.047489278
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.3512606,0.15587096,0.42370117,0.069167316
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.5089184,0.106675096,0.34977418,0.034632333
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.4439179,0.17384075,0.30510002,0.07714137
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.45651597,0.16794284,0.31375855,0.061782718
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.49167866,0.14086829,0.33792546,0.029527597
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.3568336,0.16855626,0.40434545,0.070264705
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.4944093,0.12500624,0.2998744,0.0807101
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,False,0.3895747,0.20852432,0.30340108,0.09849991
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.3824476,0.13217036,0.3824476,0.102934375
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.4501015,0.12114318,0.3505394,0.07821591
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.50019157,0.16238843,0.30338153,0.03403846
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.44178092,0.14342527,0.3898703,0.024923574
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.48323563,0.14737855,0.33212268,0.037263133
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,False,0.31605297,0.16917098,0.45985436,0.054921772
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.4102024,0.10371541,0.4102024,0.07587982
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.35666582,0.19090945,0.4041553,0.04826947
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.48323563,0.14737855,0.33212268,0.037263133
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,False,0.4254992,0.20099159,0.33137912,0.042130128
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,True,0.43396434,0.12433287,0.38297218,0.058730688
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.43877184,0.20726115,0.3015632,0.052403826
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.42338577,0.14631821,0.32973316,0.10056293
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.4112168,0.15127821,0.4112168,0.02628821
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,True,0.31215617,0.16708517,0.48347694,0.03728174
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.62595075,0.1396685,0.20321645,0.031164251
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,False,0.44521353,0.12755582,0.39289954,0.03433118
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.43115598,0.13997585,0.38049382,0.048374362
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.31274748,0.20192493,0.4274751,0.057852462
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.41694948,0.1738104,0.3679566,0.04128359
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.46162215,0.18077382,0.31726795,0.04033609
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.36236852,0.15105768,0.41061732,0.07595657
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.4591562,0.17980814,0.31557313,0.04546262
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.4189819,0.17465764,0.36975023,0.03661023
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,False,0.4820771,0.14702521,0.33132643,0.039571296
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.34484625,0.19648747,0.390762,0.06790426
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,False,0.5442464,0.13760704,0.25708377,0.061062753
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.36563182,0.15241802,0.41431513,0.06763509
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.39719653,0.21260399,0.32928747,0.06091206
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.37422222,0.24161603,0.33024994,0.053911824
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.3894522,0.14327146,0.4145697,0.052706625
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.40677896,0.12406058,0.40677896,0.062381577
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.4420835,0.12665905,0.3901373,0.041120175
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,False,0.4763446,0.15464644,0.32738653,0.041622523
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.46766576,0.16162097,0.32142168,0.049291607
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,False,0.5539729,0.109083734,0.27855507,0.05838831
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.4498656,0.14604998,0.35035568,0.053728785
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.5527046,0.10883398,0.29584146,0.04262
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.33631593,0.123723716,0.3810959,0.1588644
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.44838786,0.21180342,0.28950098,0.050307725
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,False,0.37631506,0.17775865,0.37631506,0.06961129
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.38035446,0.14894894,0.38035446,0.090342104
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.27317458,0.18774995,0.45038873,0.0886868
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.4976009,0.14256506,0.28352445,0.07630958
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,False,0.54013,0.1205193,0.28911078,0.05023992
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.45321128,0.15662563,0.3529613,0.037201848
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.6332406,0.09711059,0.24798056,0.0216683
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,False,0.47825888,0.088469,0.37246838,0.060803797
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,False,0.4717371,0.22283281,0.25250268,0.052927434
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,False,0.3399492,0.1417119,0.3852129,0.13312602
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.40262288,0.15766938,0.35531345,0.08439434
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,False,0.3858721,0.20654246,0.34053093,0.06705452
How many keys are on a Standard piano?,20,54,88,100,C,False,0.3933133,0.13592544,0.3933133,0.07744798
