0,1,2,3,4,5,llama_7B_alpaca_20000_2/ckp20k_correct,llama_7B_alpaca_20000_2/ckp20k_choiceA_probs,llama_7B_alpaca_20000_2/ckp20k_choiceB_probs,llama_7B_alpaca_20000_2/ckp20k_choiceC_probs,llama_7B_alpaca_20000_2/ckp20k_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.54677874,0.17751306,0.047776993,0.22793129
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.6361332,0.038202766,0.09164368,0.23402032
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,True,0.42434603,0.29164848,0.083558686,0.20044687
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.5525116,0.07477431,0.037598886,0.33511522
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,True,0.22990575,0.29520482,0.09583897,0.3790505
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.5964788,0.19364832,0.059059404,0.15081346
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,True,0.2183515,0.1926945,0.18101974,0.40793428
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.6552348,0.07825664,0.053784948,0.2127236
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.5769653,0.06890868,0.1136112,0.2405149
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,False,0.6230694,0.057954486,0.08976166,0.22921443
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.52572244,0.13292345,0.17067708,0.17067708
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.5901041,0.13167003,0.109158285,0.16906767
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.32007462,0.15119255,0.11774888,0.41098395
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.2833666,0.11096794,0.07626708,0.52939844
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,False,0.46601036,0.13351421,0.11782587,0.28264958
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.3945919,0.08271095,0.12810524,0.3945919
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.5727684,0.120058775,0.06840743,0.23876539
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.60714537,0.25309584,0.034252796,0.10550605
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,True,0.46577746,0.2825083,0.031696554,0.22001769
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,True,0.530306,0.05589384,0.09215336,0.32164684
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.5132584,0.12977205,0.11452343,0.2424461
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.6107874,0.12027117,0.04424529,0.22469613
The complementary color of blue is,magenta,yellow,cyan,white,B,False,0.4254836,0.06525003,0.083782695,0.4254836
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.5262333,0.059041742,0.13305262,0.28167242
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.71181923,0.03772504,0.07047965,0.17997609
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,False,0.496465,0.38664734,0.076135375,0.04075233
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,False,0.20483434,0.18076567,0.18076567,0.4336343
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,False,0.531856,0.111483075,0.07197888,0.284682
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,False,0.5941354,0.13256954,0.080407485,0.19288751
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.77408,0.043670602,0.063540354,0.11870901
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,False,0.35823798,0.1493358,0.24621314,0.24621314
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.50295687,0.20966361,0.049799476,0.23758
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,True,0.22042678,0.063153334,0.24977629,0.4666435
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.33201173,0.33201173,0.10778843,0.22818811
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,False,0.4942764,0.0806884,0.16046806,0.2645671
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,False,0.49171755,0.15963732,0.0854477,0.26319745
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.2309436,0.14007439,0.14007439,0.48890764
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.5666417,0.12643485,0.09846756,0.20845583
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.4622655,0.103145376,0.116879016,0.31771013
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,True,0.48939592,0.102582954,0.20401056,0.20401056
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.67036885,0.0752133,0.06235402,0.1920639
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.5045405,0.14455327,0.112578206,0.23832805
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.5221146,0.16950579,0.09072991,0.21764973
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.6229974,0.09553975,0.07920524,0.20225765
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.65366304,0.14585194,0.10024248,0.10024248
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,False,0.5323223,0.13459215,0.08163427,0.25145122
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.6235778,0.20244606,0.05118638,0.12278975
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,False,0.67173505,0.14988436,0.10301391,0.07536659
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.45917076,0.04839624,0.03326222,0.45917076
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.58663833,0.19045357,0.074582696,0.1483254
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.7081605,0.10859994,0.074639566,0.10859994
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.5378342,0.06837795,0.10590584,0.28788194
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.5443943,0.1071976,0.121470794,0.22693731
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,False,0.3567797,0.14872791,0.09020804,0.40428436
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.52696425,0.15097779,0.15097779,0.17108025
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,False,0.55942565,0.110157445,0.0972136,0.2332033
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,True,0.6386078,0.06323074,0.06323074,0.23493068
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.39768398,0.30971658,0.14629976,0.14629976
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,False,0.3699091,0.3699091,0.10598074,0.15420106
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.7108923,0.10901887,0.0401058,0.139983
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.49720788,0.12571384,0.11094208,0.2661362
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.67948425,0.14242764,0.0523962,0.12569195
