0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceD_probs
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.14876276,0.21644855,0.35686332,0.27792543
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.25800636,0.4820193,0.13810085,0.121873565
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.3037987,0.39008525,0.14350435,0.16261172
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.17528054,0.2550317,0.19861889,0.37106892
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.043891355,0.5347062,0.1351949,0.28620762
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.29539207,0.23005158,0.29539207,0.17916435
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.56822413,0.39053437,0.032057013,0.009184487
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.43913054,0.3419952,0.07630945,0.14256482
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.7219971,0.23439813,0.021802424,0.021802424
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.5586822,0.3839763,0.040470805,0.01687074
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.11538605,0.1678857,0.5859787,0.13074952
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.4919856,0.4919856,0.00901103,0.0070177973
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.30889365,0.2725977,0.14591102,0.2725977
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.4745339,0.32614207,0.09344126,0.10588282
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.34032014,0.4369797,0.09750336,0.12519678
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.62061495,0.13847792,0.15691604,0.083991095
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.092154406,0.87433666,0.0071061845,0.02640268
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.27607715,0.3128364,0.24363723,0.16744927
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.35035568,0.4498656,0.053728785,0.14604998
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.23705068,0.3908305,0.16292238,0.2091965
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.14949937,0.21752031,0.31649017,0.31649017
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.14121081,0.26381654,0.16001281,0.43495992
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.5963069,0.21936907,0.10362261,0.080701366
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.31911525,0.2816182,0.15073937,0.24852721
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.29548073,0.33482352,0.1395752,0.23012061
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.13773175,0.6172708,0.107265584,0.13773175
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.240623,0.30896604,0.10030659,0.3501044
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,False,0.25577486,0.54147536,0.17579131,0.02695847
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.14046311,0.38181832,0.29736042,0.1803582
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.14585194,0.65366304,0.10024248,0.10024248
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.009767181,0.32344463,0.47060916,0.19617908
What is the square root of 81 squared?,9,27,81,729,C,False,0.20814733,0.4406479,0.20814733,0.14305742
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,False,0.3121419,0.3537031,0.16707751,0.16707751
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.35540646,0.3136451,0.11538358,0.21556492
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,False,0.30758184,0.30758184,0.14529137,0.23954497
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.3980297,0.51108027,0.03702253,0.053867463
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.040302802,0.26280728,0.066448085,0.6304419
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.099724844,0.83498585,0.053378858,0.011910433
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.07499405,0.26175496,0.55413526,0.109115705
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.2214692,0.6020157,0.071900524,0.10461464
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,False,0.039387897,0.4798428,0.107067406,0.37370196
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.35438818,0.4015744,0.054347184,0.1896903
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.79215056,0.20028703,0.0053374683,0.0022249878
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.8635559,0.1324306,0.003999057,1.44228525e-05
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.31625906,0.66952044,0.008428019,0.005792487
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.31119853,0.45279118,0.16657257,0.06943778
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.48232174,0.48232174,0.024013385,0.011343121
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.10292631,0.46128368,0.21789497,0.21789497
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.29832152,0.491849,0.1243589,0.08547054
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.101969905,0.75346136,0.05458056,0.08998813
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.16788572,0.58597875,0.11538606,0.13074954
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.3632123,0.28287002,0.13361834,0.2202994
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.28122926,0.6746339,0.026158396,0.017978385
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.2780262,0.40452573,0.1686314,0.1488167
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.1262094,0.26718527,0.04097419,0.5656312
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.22134496,0.77256984,0.0014914107,0.0045938683
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.4177418,0.4177418,0.08225824,0.08225824
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.057056896,0.54134077,0.3283398,0.073262505
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,False,0.28517848,0.36617643,0.15264504,0.19600013
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.36229172,0.5271313,0.08083821,0.029738713
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.3356243,0.43095013,0.1585377,0.0748879
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.14286421,0.34271342,0.38834518,0.12607722
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.0031619961,0.9934696,0.002462565,0.00090592704
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.035697848,0.92065966,0.024534749,0.01910768
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,False,0.180692,0.63067704,0.180692,0.007939053
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.64305466,0.30375752,0.024933934,0.028253851
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.060356162,0.30651388,0.127774,0.50535595
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.3698133,0.47484967,0.0825165,0.07282056
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.24937434,0.5279255,0.1512532,0.07144695
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.14323446,0.7274046,0.052693013,0.076667875
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.011883957,0.077493146,0.077493146,0.83312976
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.11266728,0.6483554,0.053220253,0.18575695
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.11667849,0.35939503,0.11667849,0.40724793
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.5915593,0.3166389,0.06234989,0.029452002
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.18309313,0.4392176,0.14259307,0.23509625
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.057650175,0.9018005,0.016517052,0.02403217
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.04953492,0.19591442,0.5325506,0.2220001
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.4433852,0.50242126,0.02207485,0.032118715
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,True,0.25392184,0.60912687,0.0642015,0.07274983
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.16344614,0.830048,0.00091300264,0.00559282
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.1162968,0.24620031,0.5212061,0.1162968
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.07058066,0.7588136,0.090627365,0.07997836
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.14572826,0.2402653,0.16513176,0.44887465
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.5580049,0.43457466,0.0070242453,0.00039628078
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.14696273,0.39948612,0.10100591,0.35254526
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.5109958,0.30993462,0.03266687,0.14640275
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.075937234,0.81640214,0.040646266,0.06701437
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.04151436,0.14489935,0.64939386,0.16419248
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.19679801,0.6868925,0.07239793,0.04391157
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.5157889,0.3128418,0.10156486,0.06980444
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.2538313,0.53736085,0.03435233,0.17445552
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.2066901,0.43756297,0.3407744,0.0149725815
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.27998558,0.5230819,0.11671535,0.08021721
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.71184653,0.26187372,0.014773903,0.011505928
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.33521307,0.5526729,0.108827755,0.0032863135
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.07478072,0.9110156,0.012994939,0.0012087177
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.48210242,0.4254539,0.065245464,0.027198358
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.027750555,0.15969342,0.18095635,0.6315997
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.15705618,0.33248794,0.33248794,0.17796798
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,False,0.07630945,0.43913054,0.14256482,0.3419952
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.09376512,0.17517631,0.25488,0.47617856
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.51507735,0.27570105,0.07898967,0.13023195
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.15837798,0.48783854,0.2304386,0.1233449
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.18338493,0.3882259,0.12603849,0.30235064
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.31676283,0.59179085,0.048577152,0.042869188
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.21789497,0.46128368,0.21789497,0.10292631
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.12057516,0.37139764,0.13662957,0.37139764
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.062111657,0.315429,0.10240481,0.5200545
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.31444588,0.45751604,0.07950437,0.14853372
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.7165166,0.18116377,0.03567326,0.06664643
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.731738,0.23756054,0.02837256,0.0023289616
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.85497886,0.115708806,0.022784414,0.0065278444
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.7693495,0.11798357,0.104120135,0.008546701
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.9019713,0.09506707,0.0022357635,0.0007258461
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.12876844,0.30889943,0.21230327,0.3500289
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.39797398,0.5790487,0.013617921,0.00935945
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.33505076,0.6259572,0.024270995,0.014721102
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,False,0.34782436,0.39413664,0.21096615,0.04707291
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.34985164,0.39643383,0.1652582,0.08845635
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.94559884,0.053347036,0.00059263204,0.0004615423
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.14710748,0.35289252,0.14710748,0.35289252
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.3247377,0.3247377,0.28658,0.063944645
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.10257662,0.4597165,0.19163835,0.24606852
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.9030546,0.09518125,0.0011981551,0.00056596845
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.084021315,0.42669544,0.33231074,0.15697248
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.30517977,0.44403392,0.16335095,0.08743546
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.10544079,0.4725528,0.28661776,0.13538864
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.37491965,0.33086544,0.13792524,0.15628976
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.20802519,0.7260792,0.052597005,0.013298606
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.064166464,0.5372592,0.07271013,0.3258642
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.062319838,0.5217976,0.24647972,0.16940288
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,False,0.30321166,0.49991152,0.09843841,0.09843841
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.116406314,0.8601328,0.0005390682,0.022921763
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,True,0.3182897,0.3182897,0.19305246,0.17036821
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.06263951,0.1032751,0.7631055,0.07097987
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.17177075,0.24992497,0.5290912,0.04921315
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.28680977,0.41730574,0.22336768,0.072516866
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.33998063,0.31938225,0.075859934,0.26477718
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.30261907,0.6406446,0.024840487,0.031895816
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,True,0.27100182,0.506298,0.07764332,0.14505681
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.3575235,0.3575235,0.16888215,0.11607089
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,False,0.13540336,0.687635,0.15343212,0.023529576
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.659988,0.31175625,0.017588085,0.010667712
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.008731139,0.09386858,0.006799818,0.8906004
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.6318367,0.33819783,0.005466459,0.024498967
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.46418503,0.28154245,0.10357368,0.15069881
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.29539207,0.23005158,0.29539207,0.17916435
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.28926176,0.6939029,0.0041260975,0.012709276
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.26968828,0.6469486,0.03649834,0.0468648
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.14529137,0.23954497,0.30758184,0.30758184
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.2603948,0.3788722,0.15793742,0.20279567
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.08794373,0.39413646,0.21096605,0.3069538
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.28383332,0.60087514,0.04352725,0.071764305
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.19982454,0.47935417,0.09439044,0.22643088
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.96164113,0.037286874,0.00046937246,0.0006026862
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.017260533,0.9423931,0.015232366,0.025113925
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.38887453,0.5658091,0.036170963,0.009145452
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.064755045,0.25611117,0.064755045,0.61437875
