0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_Tptllama2chat_choiceD_probs
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.004303081,0.4389262,0.49736854,0.0594022
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.05218984,0.06701308,0.38563365,0.4951634
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,2.280104e-05,0.99879634,0.0011694703,1.1465083e-05
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.13396911,0.033872698,0.6803513,0.1518069
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.0016488328,0.0012841122,0.9678408,0.02922626
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.0071111163,0.028125009,0.82193327,0.14283058
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.00802506,0.0132310875,0.6375095,0.34123427
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,4.536012e-05,2.7512304e-05,0.00080402737,0.99912316
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.0040288423,0.00048117663,0.98582524,0.00966469
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,3.5268662e-05,0.00029530088,0.9974874,0.002181995
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.97867364,0.005135608,0.015818786,0.00037202222
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.056981687,0.09394692,0.69417906,0.1548923
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.96839106,0.0030821767,0.025806747,0.0027200112
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.009625851,0.0066157444,0.8664915,0.11726687
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.0004912727,0.036662124,0.9455286,0.017317962
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.0018149178,0.6461555,0.3052222,0.04680735
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.00013960301,6.594379e-05,0.0015008737,0.9982936
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.017805193,0.062146235,0.8579023,0.062146235
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9980268,0.00062549004,0.0011685692,0.0001792059
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.0002021013,0.11863052,0.0045998045,0.8765676
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.010521581,0.005631797,0.9471226,0.036723927
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.03368352,0.19383527,0.36213195,0.41034928
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.011504216,0.010152435,0.4891717,0.4891717
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,9.3885625e-05,9.3885625e-05,0.022973055,0.9768391
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.16645652,0.078628495,0.5127222,0.2421928
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.6383691,0.019277077,0.040809568,0.3015442
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.0016740371,0.0016740371,0.014016541,0.9826354
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,True,0.051725026,0.024433173,0.43308836,0.4907534
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.00033384515,0.0013203832,0.99517834,0.0031674346
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.0024242124,0.0016661352,0.977997,0.017912641
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,2.1441092e-05,4.005723e-05,0.9997987,0.00013981349
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.007924852,0.024410263,0.9159884,0.051676527
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,5.138613e-05,5.822811e-05,0.001032118,0.99885833
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,7.840832e-06,0.00022914271,0.99385345,0.0059096687
What is the square root of 81 squared?,9,27,81,729,C,True,0.0026613614,0.041630697,0.9475103,0.00819757
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.9820817,0.0096279895,0.0066172145,0.0016730939
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.001918965,0.063547395,0.68319887,0.25133482
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,4.5360775e-05,1.2996079e-05,0.00080403895,0.9991375
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.0012815141,0.8523884,0.130718,0.015612038
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.015281066,0.002655451,0.03665737,0.9454061
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.00013558815,0.96958363,0.02927889,0.0010018685
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.00013967522,0.00013967522,0.99880993,0.00091079675
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,7.446549e-05,0.99483865,0.0031663536,0.0019204904
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.0001388773,6.560098e-05,0.0066914824,0.99310404
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,True,0.0001947637,0.00052942266,0.9572186,0.04205725
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.9868111,0.008537589,0.0040328717,0.0006184609
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.9860475,0.0014824624,0.012412506,5.7481306e-05
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,2.2718712e-05,0.99519,0.004608644,0.00017869653
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,9.5257725e-05,0.0002146666,0.9911152,0.008574827
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.015843099,0.103309974,0.8650038,0.015843099
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,9.598741e-05,0.00048746428,0.9987073,0.00070925633
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.10705828,0.4798019,0.3297627,0.08337707
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.000179069,8.458621e-05,0.0024719713,0.9972644
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.5361111,0.32516783,0.08221531,0.056505695
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.00020313541,0.00010873054,0.0013246093,0.99836355
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.00029301777,0.9897754,0.009703416,0.00022820248
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.12006204,0.17468923,0.6909093,0.014339365
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.046538375,0.0020447536,0.12650442,0.8249124
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,True,6.542718e-05,0.003572203,0.99047285,0.005889567
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.99258184,0.00062207755,0.006687964,0.00010810087
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.019448476,0.14370587,0.5683678,0.26847792
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.82032,0.06733596,0.07630165,0.036042348
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.00017725081,0.0002578984,0.98713857,0.012426241
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,True,0.017568743,0.04775679,0.35287762,0.5817968
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,1.891828e-05,2.7525935e-05,0.9996182,0.00033533454
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,1.2519709e-05,0.9625142,0.037320726,0.00015252127
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.0005250747,0.57581437,0.21183027,0.21183027
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,1.300472e-05,4.5390934e-05,0.9998018,0.00013981391
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.015682328,0.001872987,0.9702313,0.01221341
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.00012281547,8.440977e-05,0.0046086167,0.9951841
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,True,0.009289642,0.23958303,0.6512542,0.099873066
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.3081768,0.24000832,0.24000832,0.21180661
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.0001378214,0.9855533,0.012406286,0.0019025655
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.00013967059,5.1381936e-05,0.0010320337,0.99877685
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.00060966465,0.00069084053,0.025923599,0.9727759
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.0004454913,0.17972402,0.7108223,0.10900813
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.9961247,0.0013216387,0.0024691464,8.448954e-05
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.048064575,0.5855464,0.27659252,0.089796446
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,4.7330996e-05,0.9793706,0.020326188,0.00025586894
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.0016853589,0.001487324,0.4673033,0.529524
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.23928164,0.08802679,0.022256657,0.6504349
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.08907281,0.01063823,0.242125,0.65816396
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.004472007,0.96568465,0.012156176,0.017687133
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,1.891437e-05,1.6691873e-05,0.9994116,0.0005527589
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.00013722946,0.013997786,0.98132056,0.0045444155
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.014386765,0.0028329217,0.61174077,0.37103954
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.98559594,0.0066408934,0.005860568,0.0019026478
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.33923578,0.29937452,0.09719268,0.26419708
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,4.0012e-05,0.0003796233,0.0009106689,0.99866974
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.00017485998,0.9738236,0.020211063,0.005790567
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,9.536804e-05,6.5545435e-05,0.9922631,0.0075760223
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,7.4597e-05,0.00015792185,0.0031719455,0.99659556
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,True,0.05309115,0.017236173,0.83048534,0.09918733
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,True,0.47038957,0.2517814,0.08174145,0.19608754
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.00096987566,0.060004078,0.93862176,0.00040430433
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.12118517,0.61542904,0.256549,0.006836799
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,False,0.09494694,0.0028671494,0.9008315,0.0013543454
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.9792787,0.0027505923,0.01396866,0.004002088
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,3.755237e-05,0.9977285,0.0021825223,5.1328007e-05
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,True,0.01276795,0.02105079,0.17625612,0.7899251
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.00015785778,5.8072634e-05,0.0035928267,0.99619126
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,9.600506e-05,0.00010219686,0.0009108706,0.99889094
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.002463063,0.0021736454,0.0016928368,0.99367046
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0057971785,0.0018820682,0.86037755,0.13194318
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.7969564,0.00018374616,0.0013577108,0.20150214
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.0083127,0.1891962,0.7482855,0.05420562
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.53858364,0.08259448,0.1543068,0.22451505
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,True,0.016679324,0.15824904,0.8036549,0.021416677
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.65325093,0.03252345,0.30857387,0.005651728
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.07613373,0.05929301,0.7223367,0.14223653
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.009353663,0.003899187,0.03264749,0.9540996
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.29299286,0.13840002,0.5473827,0.021224331
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,True,0.162444,0.8249587,0.0062986375,0.0062986375
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.9591101,0.01065475,0.028962616,0.0012725284
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.968193,0.0039567836,0.022769717,0.0050806105
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.020036602,0.002393031,0.012152813,0.96541756
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.984271,0.009649453,0.0058526895,0.00022693338
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.12283133,0.09566114,0.62378895,0.15771854
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.37554434,0.22777916,0.33141673,0.06525982
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,True,2.7447744e-05,2.1376325e-05,0.0031725282,0.99677867
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.00048697492,0.00010865879,0.9977047,0.0016997094
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.022194436,0.022194436,0.94373137,0.011879825
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9951609,0.0019211124,0.002795202,0.0001228126
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.0010742072,0.02157603,0.26284984,0.71449995
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.027911037,0.20623623,0.71983516,0.04601752
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,True,0.057584282,0.06525154,0.61908937,0.25807485
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.99895954,0.00029573668,0.0007094355,3.5320714e-05
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.00020754755,0.90018946,0.09487927,0.0047237608
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.0003878953,0.094914846,0.900527,0.0041702674
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.022592595,0.009417995,0.5142051,0.4537844
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,True,0.059696622,0.0049001975,0.9338123,0.0015908612
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.7067563,0.26000112,0.016621316,0.016621316
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.0007167732,0.002207817,0.8906969,0.10637858
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,2.1341775e-05,0.00020248513,0.0046085403,0.9951676
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.7990286,0.016583309,0.17828737,0.0061006583
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,3.7507274e-05,0.99653035,0.0031717378,0.0002603521
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.0023809767,0.019935675,0.8476864,0.12999693
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,2.9290251e-05,1.6689082e-05,0.99924445,0.0007096378
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.0027657936,0.004024206,0.9846907,0.008519244
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.7423862,0.041882563,0.21269722,0.0030339628
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,True,0.011297369,0.0077645606,0.8974612,0.08347689
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.0022896922,0.92372775,0.014930668,0.05905194
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.0009010315,0.008548749,0.988101,0.0024492575
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.001483421,0.002158365,0.0096731195,0.9866851
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,5.1422903e-05,4.0048195e-05,0.9995732,0.00033531943
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.004524611,0.8622382,0.07077682,0.06246033
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,9.4140785e-05,8.307896e-05,0.020328749,0.979494
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,True,0.00014605463,0.49335328,0.49335328,0.013147419
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.19565406,0.049469095,0.0719771,0.6828998
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.03639252,0.03639252,0.8282899,0.09892513
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.18563607,0.068291694,0.011867316,0.7342049
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.000330914,0.9864407,0.009670724,0.0035576608
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.011592435,0.021657519,0.9209011,0.045848966
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.014112162,0.043468516,0.7704979,0.17192133
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.0031262771,0.0006156005,0.014011001,0.98224705
