0,1,2,3,4,5,llama_7B_ga_followturn_20000/ckp10000_correct,llama_7B_ga_followturn_20000/ckp10000_choiceA_probs,llama_7B_ga_followturn_20000/ckp10000_choiceB_probs,llama_7B_ga_followturn_20000/ckp10000_choiceC_probs,llama_7B_ga_followturn_20000/ckp10000_choiceD_probs
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.4132032,0.5305634,0.05592097,0.000312372
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.028546449,0.83424956,0.12793632,0.009267676
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.8416131,0.08870537,0.06908381,0.0005976921
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.358877,0.59168816,0.04286175,0.0065730615
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.18747301,0.44972438,0.053711917,0.30909076
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.04165522,0.94806844,0.008202399,0.0020738912
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.5249467,0.36079025,0.10336813,0.010894921
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.07076422,0.67139226,0.24699141,0.010852045
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.6630399,0.21525754,0.10168047,0.020022072
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.06617295,0.2617191,0.33605397,0.33605397
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.01971674,0.7398652,0.24019906,0.00021903317
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.50781715,0.44814706,0.04168417,0.0023516598
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.35897002,0.31678993,0.31678993,0.007450185
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.10045958,0.578105,0.3094373,0.011998186
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.16401862,0.6487062,0.087792836,0.09948232
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.008573103,0.99091595,0.00048366137,2.7286307e-05
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.35997665,0.59350115,0.04299308,0.003529087
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.089356005,0.8477862,0.06141343,0.0014443054
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.8021219,0.1789776,0.014691375,0.004209149
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.43171322,0.55433077,0.0069779945,0.0069779945
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.24361153,0.025676465,0.5157256,0.21498641
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.18858077,0.10094001,0.12960954,0.5808697
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.25722754,0.6992169,0.02711158,0.016444005
The complementary color of blue is,magenta,yellow,cyan,white,B,False,0.7976876,0.17798817,0.02408808,0.0002361512
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,True,0.015595601,0.9648657,0.003943186,0.015595601
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,True,0.001454566,0.013800538,0.13093586,0.85380906
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.014044896,0.98462325,0.0013063789,2.5470332e-05
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.0066611124,0.98859674,0.004040169,0.00070207607
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.081614465,0.7743365,0.07202452,0.07202452
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.22895057,0.7052174,0.06559544,0.00023657408
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.37969196,0.335077,0.26095822,0.024272894
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.041772526,0.7404357,0.21213838,0.0056532966
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.2353253,0.724853,0.0281056,0.011716157
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.01543692,0.95504844,0.012022286,0.017492322
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.11577943,0.6662646,0.21630444,0.0016515049
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.35402206,0.58368367,0.061519805,0.00077442004
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.1819149,0.71948737,0.097372025,0.001225733
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.20131497,0.7026583,0.09509446,0.0009322733
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.1699595,0.40771165,0.35980427,0.06252461
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.0813735,0.5306218,0.023313897,0.3646907
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,True,0.49850008,0.38823226,0.1112304,0.002037256
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.23681942,0.05284155,0.20899239,0.5013467
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.38784406,0.30205324,0.30205324,0.008049446
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.11611326,0.24581178,0.5896718,0.048403207
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.19581482,0.6031521,0.19581482,0.005218288
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.0034955475,0.96921843,0.025828796,0.0014571609
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.020289388,0.7613537,0.21813148,0.00022539473
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.17307103,0.6040772,0.22222759,0.00062419154
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.4054277,0.5898938,0.004503895,0.00017463494
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.0105049675,0.27092665,0.1450166,0.5735518
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,True,0.25194678,0.6043889,0.10502704,0.038637288
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.77503175,0.22205032,0.002795201,0.00012281255
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.12736374,0.26962903,0.57080466,0.032202594
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.30758184,0.23954497,0.30758184,0.14529137
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.43341482,0.55651563,0.008995238,0.001074328
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.13988507,0.23063149,0.62692136,0.0025620842
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.2642544,0.7183179,0.013156452,0.004271275
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.0052097333,0.9927994,0.0019165537,7.431285e-05
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.29109702,0.6983055,0.009960792,0.0006367722
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,False,0.32354632,0.4154417,0.22236992,0.038642097
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.20365423,0.29631516,0.48854113,0.011489387
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,False,0.21928774,0.6754538,0.10358419,0.0016742826
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.4859146,0.3339639,0.08443929,0.095682256
