0,1,2,3,4,5,llama2_7B_ds2_alpaca_52000/epoch1_correct,llama2_7B_ds2_alpaca_52000/epoch1_choiceA_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceB_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceC_probs,llama2_7B_ds2_alpaca_52000/epoch1_choiceD_probs
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.34040636,0.30040756,0.23395765,0.12522851
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.321796,0.11838213,0.36464265,0.19517915
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.15619406,0.121644065,0.54517084,0.17699106
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.009972632,0.018631328,0.073688336,0.8977077
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.65723294,0.088946804,0.24178249,0.012037641
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.16388723,0.060290746,0.64818656,0.12763551
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.6594839,0.14715075,0.11460112,0.078764126
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.2635431,0.20524758,0.29863346,0.23257597
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.8437262,0.032714814,0.11418592,0.009372951
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.031452406,0.021616902,0.02775665,0.919174
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.82691264,0.028295394,0.07691486,0.06787712
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.08319506,0.6965837,0.15542884,0.06479238
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.01694939,0.021763446,0.035881855,0.92540526
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.407248,0.116678506,0.3593951,0.116678506
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9449027,0.0072144214,0.04151613,0.0063667046
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.6942883,0.056990657,0.07317745,0.17554358
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.17955771,0.10890725,0.626718,0.08481705
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,True,0.41818747,0.17432646,0.15384258,0.2536435
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.30489397,0.11216422,0.34549013,0.23745167
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.059305154,0.16120812,0.3412776,0.43820912
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.3672767,0.13511355,0.32412055,0.17348923
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.78687274,0.05700087,0.07319057,0.08293577
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.27312723,0.27312723,0.2127117,0.24103393
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.38023922,0.15850729,0.23062675,0.23062675
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.069202,0.21315718,0.6565703,0.061070554
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.44818172,0.12840621,0.21170604,0.21170604
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.035639413,0.040384747,0.9191526,0.0048232703
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.30971658,0.39768398,0.14629976,0.14629976
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.050763432,0.014543967,0.034889165,0.8998034
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.08204372,0.105346225,0.7784092,0.034200914
What is the square root of 81 squared?,9,27,81,729,C,False,0.41916218,0.15420115,0.36990932,0.05672743
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.9432636,0.022183433,0.017276475,0.017276475
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.56033707,0.1819148,0.1819148,0.07583337
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.009442997,0.007354214,0.019990826,0.96321195
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.23931688,0.6505307,0.06856543,0.041587036
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.06199925,0.02012821,0.06199925,0.8558732
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.025224399,0.94653857,0.025224399,0.0030126248
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.04666255,0.44272196,0.44272196,0.06789362
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.17839928,0.7995301,0.018803146,0.0032674968
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.016444005,0.02711158,0.25722754,0.6992169
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,True,0.09157279,0.08081271,0.6766365,0.15097801
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.98672986,0.008536886,0.0040325397,0.0007007503
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.7718121,0.020568095,0.19514465,0.01247518
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.16095191,0.81738126,0.019222965,0.0024439257
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.2646437,0.18188676,0.4944195,0.059049986
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.79023534,0.06486647,0.094380155,0.050518055
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.070450135,0.048419625,0.85825837,0.022871811
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,True,0.6013266,0.17228295,0.092216425,0.1341741
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.037162483,0.06942866,0.14698048,0.74642843
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.47761786,0.47761786,0.020985065,0.023779193
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.10371392,0.048990987,0.17099534,0.6762997
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.094156906,0.8933359,0.011245439,0.0012617033
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.1341741,0.092216425,0.6013266,0.17228295
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.34993201,0.2122445,0.27252734,0.16529618
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.40059763,0.35352618,0.16699393,0.07888235
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.8827276,0.049800083,0.04394842,0.023523893
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.2348852,0.30159858,0.38726023,0.07625606
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.72309685,0.067258485,0.067258485,0.14238621
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.2580882,0.0739435,0.3755161,0.29245222
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.38253227,0.23201755,0.20475478,0.18069544
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.0074966163,0.009625846,0.98186296,0.0010145566
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.036634162,0.94480747,0.017304752,0.001253552
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.040679313,0.9258569,0.027958456,0.0055053467
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.010813741,0.013885118,0.973422,0.0018791466
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.7503974,0.03297016,0.11507717,0.10155524
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.06464419,0.06464419,0.17572112,0.6949905
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.3745737,0.15614554,0.3745737,0.094707064
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.14080052,0.29807472,0.29807472,0.26305002
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.10190816,0.8532666,0.029197177,0.015628124
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.011332127,0.014550739,0.073894754,0.90022236
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.10404087,0.055689067,0.07150618,0.76876384
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.2866128,0.2529349,0.2866128,0.17383946
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.9760158,0.006576343,0.012286226,0.005121661
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.93510157,0.05275482,0.009167413,0.0029762234
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.12922426,0.84264797,0.025445765,0.0026819638
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.04058735,0.024617473,0.634893,0.2999022
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.37139764,0.13662957,0.12057516,0.37139764
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.5512818,0.178975,0.22980845,0.03993472
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.66166586,0.18957044,0.07902472,0.069739066
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.073515706,0.0144761,0.8956046,0.01640357
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.0727735,0.10588481,0.7823888,0.038952842
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.3370553,0.14050555,0.3819337,0.14050555
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.9358894,0.024940608,0.032024376,0.007145604
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.52906114,0.19463073,0.22054549,0.055762634
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.051885497,0.01157722,0.016844755,0.91969246
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.046782613,0.93965393,0.009212042,0.004351461
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.27478108,0.11454579,0.58171153,0.02896171
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.04953492,0.19591442,0.2220001,0.5325506
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.44653094,0.30689594,0.18614179,0.06043139
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.2777126,0.14864884,0.115767844,0.4578707
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.39560065,0.34911636,0.23994392,0.015339102
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,False,0.7213855,0.125358,0.08615721,0.0670993
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.8937624,0.057136316,0.03465493,0.014446324
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.8998034,0.050763432,0.034889165,0.014543967
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.032830764,0.95945555,0.0073255333,0.00038823904
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.28108826,0.21891177,0.28108826,0.21891177
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.16111115,0.04073528,0.076103516,0.7220501
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.047039255,0.032329574,0.3475757,0.57305545
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.0872437,0.032095164,0.05291598,0.8277452
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.09485957,0.02717772,0.7942494,0.08371327
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.08101881,0.009676317,0.038270574,0.87103426
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.39672047,0.30896622,0.24062313,0.053690277
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.6628229,0.16758788,0.11518135,0.054407816
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.45151952,0.39846456,0.08890947,0.06110652
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.8316499,0.06826598,0.046918478,0.053165596
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.29125115,0.10714532,0.48019198,0.12141155
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.14380097,0.067926764,0.14380097,0.6444712
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.759154,0.048531093,0.14948629,0.042828538
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.99300873,0.0035813488,0.002172198,0.0012376809
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.87890154,0.012536856,0.10496982,0.0035918697
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.9432636,0.017276475,0.022183433,0.017276475
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.049440205,0.018188035,0.05602309,0.8763486
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.8950281,0.034704007,0.05049403,0.019773748
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.1369464,0.1551806,0.6137512,0.09412179
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.48777342,0.23040785,0.23040785,0.05141094
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.42693272,0.15705977,0.15705977,0.2589478
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.02541013,0.015412023,0.95350814,0.005669767
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,True,0.7108923,0.139983,0.10901887,0.0401058
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9306919,0.021887776,0.02810446,0.019315893
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.27949783,0.3588823,0.169524,0.19209586
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.55619484,0.20461266,0.18057002,0.0586225
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.48887134,0.12360603,0.33599603,0.05152666
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.984417,0.001900372,0.0051657464,0.008516876
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.061697803,0.85171187,0.07922155,0.0073687513
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.23671305,0.44223818,0.268231,0.05281782
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.3287146,0.22592203,0.2900896,0.15527378
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.8108623,0.05183669,0.085464254,0.05183669
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.3460723,0.5705767,0.06814567,0.015205354
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.06201992,0.054732386,0.66677696,0.21647078
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.0042433525,0.0130704455,0.06637721,0.916309
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.9239763,0.059067827,0.014934686,0.00202119
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,False,0.5448624,0.42433926,0.023939583,0.006858805
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.20814733,0.14305742,0.4406479,0.20814733
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0108329505,0.0065705166,0.9751511,0.007445371
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,False,0.5133133,0.054102823,0.3997688,0.03281502
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.52762616,0.09168768,0.3626318,0.018054374
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.4399883,0.05254911,0.4399883,0.067474395
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.3919626,0.18515001,0.18515001,0.23773733
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.6365915,0.046114534,0.206671,0.11062302
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.14336461,0.05274089,0.3035029,0.50039166
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.03658294,0.017280558,0.94348645,0.0026500593
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.81824017,0.097724855,0.052308343,0.031726614
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.076133735,0.059293013,0.14223655,0.72233677
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.5682517,0.05989329,0.20904814,0.16280685
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.77536047,0.11890538,0.056166925,0.049567133
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.240623,0.30896604,0.3501044,0.10030659
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.74072665,0.24047872,0.0082287295,0.010565897
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.08280688,0.8902578,0.020936856,0.00599851
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.13351421,0.28264958,0.46601036,0.11782587
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,True,0.46693087,0.09194414,0.22056252,0.22056252
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.13589571,0.072739735,0.2538866,0.53747797
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.30407026,0.5013271,0.12675534,0.067847244
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.6734376,0.0709798,0.19294311,0.06263946
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.98342746,0.0066262824,0.0075085615,0.002437673
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.01782284,0.97309405,0.005106329,0.003976813
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.16534543,0.57711226,0.12877116,0.12877116
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.0121762445,0.008368602,0.0121762445,0.9672789
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.6839964,0.08169172,0.15262023,0.08169172
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.032014113,0.93558955,0.022002958,0.010393461
How many keys are on a Standard piano?,20,54,88,100,C,True,0.2111169,0.019636929,0.73687035,0.032375824
