0,1,2,3,4,5,llama_7B_sharegpt_xc_20000/ckp25k_correct,llama_7B_sharegpt_xc_20000/ckp25k_choiceA_probs,llama_7B_sharegpt_xc_20000/ckp25k_choiceB_probs,llama_7B_sharegpt_xc_20000/ckp25k_choiceC_probs,llama_7B_sharegpt_xc_20000/ckp25k_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.18701911,0.50837064,0.2721112,0.032499045
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.59873444,0.24958964,0.13359572,0.018080214
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.033201598,0.6668719,0.13131486,0.16861162
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.08165079,0.28498927,0.030037649,0.6033223
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.0047125556,0.25729683,0.48069376,0.25729683
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.030613612,0.25632462,0.42260787,0.29045385
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.0017988222,0.34279484,0.38843745,0.2669689
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.08440097,0.42862347,0.48569402,0.001281561
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,True,0.02437787,0.29698327,0.123801045,0.55483776
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.04484737,0.7949386,0.1565327,0.003681296
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.018368563,0.25357017,0.11977807,0.6082832
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.0022810488,0.15991387,0.6324716,0.20533347
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.05717568,0.13715732,0.7892859,0.016381105
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.005131178,0.2982211,0.49168348,0.20496416
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.21251412,0.74174714,0.04184651,0.0038923318
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.80798364,0.18028553,0.010171013,0.0015597753
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.89091206,0.106404275,0.0025023886,0.00018127242
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.0402778,0.5560179,0.021559153,0.38214514
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,True,0.66626555,0.11577959,0.11577959,0.10217513
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.12200142,0.2926662,0.2926662,0.2926662
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.011396699,0.024126811,0.25938767,0.7050888
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.28814396,0.47506908,0.15423235,0.08255462
The complementary color of blue is,magenta,yellow,cyan,white,B,False,0.11489356,0.3538971,0.40101793,0.13019146
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.00685476,0.04469865,0.050650205,0.8977964
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.44906032,0.019730333,0.508852,0.022357397
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,False,0.017952528,0.40859768,0.5246498,0.048800036
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.014058721,0.597792,0.19407466,0.19407466
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,False,0.004613107,0.1961543,0.02342729,0.7758053
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.100623935,0.65615046,0.12920369,0.11402185
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.030429896,0.7847974,0.12035258,0.06442009
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,False,0.114965536,0.40126914,0.45469752,0.029067839
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.003579367,0.6821066,0.28434435,0.029969674
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.022326194,0.652467,0.21182503,0.113381766
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.04585424,0.3839329,0.558619,0.011593767
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,False,0.034117255,0.17326173,0.7765052,0.01611585
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.0013302121,0.8311734,0.06822687,0.09926951
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.011665338,0.30085304,0.56206745,0.12541421
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,True,0.060407214,0.30677313,0.3939045,0.23891516
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.023549799,0.53599095,0.2868953,0.15356398
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.011024979,0.17245969,0.7729107,0.04360464
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.039531965,0.70072085,0.13798012,0.12176702
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.5836978,0.2757193,0.11493691,0.025645891
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.17019323,0.5940327,0.10322741,0.13254662
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.0058372277,0.24820524,0.59541345,0.15054409
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.00037600694,0.77035564,0.22071059,0.008557878
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,False,0.03888235,0.25354478,0.6892061,0.01836672
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.16001281,0.26381654,0.43495992,0.14121081
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.2917983,0.54515094,0.15618837,0.006862438
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.005611432,0.022193642,0.028497202,0.9436977
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.017498689,0.2737255,0.57947695,0.12929879
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.23278694,0.6327805,0.058857758,0.07557485
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.054117966,0.08922544,0.58182293,0.27483368
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.093226664,0.135644,0.6888571,0.08227225
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.10051928,0.655468,0.16572826,0.07828449
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.007726521,0.0068186307,0.69551927,0.28993556
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,False,0.36694473,0.36694473,0.17333241,0.09277815
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.025573818,0.95965046,0.012080217,0.0026954606
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.043756608,0.878875,0.07214245,0.005225982
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,False,0.008230028,0.14588073,0.39654493,0.44934428
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.45279118,0.31119853,0.16657257,0.06943778
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.93066853,0.067417406,0.0013992036,0.0005147382
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.9340229,0.036216,0.010376057,0.019385027
