0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceD_probs
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.067258485,0.067258485,0.14238621,0.72309685
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.0007552013,0.9989743,0.0001909448,7.959764e-05
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.7040161,0.10796437,0.15708722,0.03093231
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.0019754388,0.0015384733,0.70330495,0.29318112
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.064745985,0.13706724,0.54211146,0.25607532
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.1482449,0.089915074,0.24441451,0.51742554
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.0006258938,0.00024510353,0.0004579137,0.99867105
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.59073865,0.11632334,0.27904516,0.0138928415
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.001911825,0.0031520668,0.9903499,0.0045862296
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.74634534,0.08913824,0.14696412,0.01755236
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.056373883,0.13523391,0.77821743,0.030174764
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.94251406,0.04141118,0.010470386,0.005604394
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.028167874,0.03191838,0.9327918,0.0071219536
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.10890718,0.55307627,0.17955758,0.15845901
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.049469136,0.7738275,0.071977176,0.10472616
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.009421703,0.9610399,0.0039275503,0.025610846
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.09123438,0.28102168,0.2188599,0.4088841
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9943855,0.004063826,0.0005854497,0.0009652433
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.0011455305,0.9783504,0.00019906336,0.020305015
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.41544372,0.049617678,0.5334403,0.001498324
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.05493882,0.21728724,0.05848207,0.66929185
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.19159622,0.21710695,0.5208125,0.07048431
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.030582631,0.0046899985,0.1759909,0.78873646
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.043911982,0.043911982,0.030180236,0.8819958
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.73598325,0.16422006,0.011896061,0.08790067
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.028636998,0.007707543,0.015328281,0.9483271
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,True,0.03754272,0.017733926,0.19065766,0.7540657
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.020648649,0.19590892,0.7748348,0.008607637
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.008083314,0.0049027777,0.93430406,0.05270983
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.00043030363,0.00043030363,0.99898106,0.00015829985
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.024786118,0.028086353,0.9300923,0.017035235
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.0019192809,0.00217483,0.0016937595,0.9942121
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.0002759357,0.015065579,0.93207437,0.052584037
What is the square root of 81 squared?,9,27,81,729,C,False,0.06850403,0.5061801,0.18621325,0.23910254
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.76590437,0.13309422,0.03813213,0.06286926
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.16992919,0.2181934,0.46191543,0.14996198
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.0051928116,0.0024529106,0.0027795117,0.98957473
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.010852087,0.9768738,0.007458524,0.0048155845
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.0009100687,0.0009100687,0.00016834578,0.99801147
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.0024664782,0.9950482,0.0013202105,0.0011650816
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.0058199475,0.0095954705,0.97876465,0.0058199475
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.009634759,0.9827722,0.0024360488,0.005157115
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.0027919598,0.0010271046,0.0021743805,0.9940065
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.0029982976,0.0018185594,0.053146094,0.94203705
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.97659427,0.022967296,0.00019870604,0.00023968524
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.9949957,0.0035885149,0.0013201408,9.563068e-05
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.001168359,0.9978472,0.0007543492,0.00023006351
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.013450103,0.041429237,0.94292504,0.0021956689
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.099199206,0.2696514,0.5037751,0.12737429
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.0106610935,0.017577173,0.9596811,0.012080602
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.05215436,0.8158315,0.046026062,0.085988
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.00573351,0.022676472,0.0073619722,0.9642281
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.10288445,0.8614409,0.0022730133,0.033401687
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.65808344,0.025516663,0.042069864,0.27433
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.014008858,0.9820968,0.0025913783,0.0013030268
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.2163563,0.5190118,0.04827562,0.2163563
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.0012243869,0.00019987568,0.075750135,0.9228256
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.015869506,0.7646356,0.17061327,0.04888152
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.989643,0.0075560175,0.0013130389,0.001487868
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.2905052,0.61499953,0.021044126,0.07345122
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.98399216,0.014035894,0.0010167568,0.0009551546
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.00069100625,0.00036986903,0.9730093,0.02592982
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.06872237,0.34900096,0.3954699,0.18680675
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.0007092814,0.000379651,0.99874264,0.00016846911
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.0002954808,0.9980952,0.0015005755,0.00010870132
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.002758592,0.9821268,0.008497061,0.006617518
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.00035678313,0.00035678313,0.9991179,0.00016853241
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.10462418,0.014159343,0.87600756,0.0052089314
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.012118034,0.3125282,0.013731531,0.6616222
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.060585015,0.73807657,0.08815068,0.113187715
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.14345418,0.30369252,0.2087246,0.3441287
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.0035719445,0.9904012,0.0024549593,0.0035719445
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.001498368,0.00070777896,0.0011669302,0.996627
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.0051786224,0.0027719168,0.0051786224,0.98687077
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.0014295727,0.9508683,0.02236228,0.025339782
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.9977557,0.0019261217,0.00021610486,0.00010208071
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.08367404,0.8995807,0.0128318295,0.003913487
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.0074712723,0.9785436,0.012318046,0.0016670662
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.014538975,0.014538975,0.7938011,0.17712098
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.6190659,0.29242602,0.0047266264,0.08378146
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.50286674,0.18499434,0.12714462,0.18499434
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.043978572,0.88333327,0.00017973038,0.07250841
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.0013227451,0.0005514022,0.9969586,0.0011673184
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.0038260706,0.052817274,0.9362086,0.007148041
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.0035844585,0.0008513835,0.0016931783,0.993871
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.9844019,0.014041739,0.0001660501,0.0013903205
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.024342593,0.04547795,0.016730404,0.91344905
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.0031613777,0.0031613777,0.00040192404,0.9932753
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.0012397342,0.9946561,0.00358729,0.0005167981
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.0020437806,0.0015916979,0.9945609,0.0018036301
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.00042577274,0.0035649517,0.0075470028,0.98846227
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,True,0.21284594,0.18783589,0.51059085,0.088727385
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.045458198,0.04011672,0.0013727186,0.9130523
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.013374433,0.04668136,0.93762016,0.002324128
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.34770706,0.6496023,0.0015126457,0.0011780498
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,False,0.12660627,0.046575844,0.8255766,0.0012412042
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.9841887,0.0075143734,0.003132457,0.0051645483
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.0010976789,0.9979448,0.00075442303,0.0002030502
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.05973787,0.82465583,0.017115185,0.098491095
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.17695932,0.018651376,0.01131263,0.79307663
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.010829333,0.010829333,0.00351577,0.97482556
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.00042985103,0.0015003275,0.0001395522,0.9979303
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0076539773,0.009232459,0.94173646,0.04137701
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.99461776,0.00070635206,6.993833e-05,0.004605994
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.039922945,0.8018738,0.12297133,0.035231877
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.3200917,0.0556236,0.026274726,0.59801
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.10148547,0.4548263,0.4013828,0.042305436
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.49078408,0.33731064,0.096641116,0.07526418
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.006455993,0.006455993,0.028933752,0.95815426
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.0012432747,0.0008027185,0.00045737522,0.99749666
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.39845854,0.2132795,0.24167733,0.1465847
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.6456523,0.3455928,0.0028088107,0.005946252
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.96480876,0.03301394,0.00053362065,0.0016436673
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.976394,0.009572229,0.00745486,0.006578891
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.013957305,0.0024254161,0.005134606,0.97848266
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.79486376,0.20097303,0.0016334114,0.0025298772
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.13922592,0.058037996,0.7070475,0.09568848
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.39294818,0.50455546,0.025120337,0.07737609
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.07297518,0.6923693,0.009876117,0.2247794
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.0035818839,0.0007992263,0.9931571,0.0024617903
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.05371722,0.08856472,0.8402787,0.017439427
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9977063,0.0021824737,6.590499e-05,4.5295797e-05
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.027165085,0.044787653,0.7005968,0.22745048
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.25912416,0.6216065,0.07424031,0.04502903
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.02127768,0.05783873,0.12244459,0.798439
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.99926025,0.00045818384,0.00010223464,0.00017942738
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.013827723,0.9693983,0.008386939,0.008386939
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.2757377,0.5837367,0.079000175,0.061525397
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.8459224,0.11448315,0.010648591,0.028945873
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.54530185,0.023958892,0.4246815,0.0060577565
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.4332826,0.5563459,0.0013790437,0.008992493
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.0072497874,0.006397915,0.9495348,0.036817458
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.002296099,0.0042896774,0.06710184,0.9263124
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.96085775,0.012095414,0.022597209,0.004449654
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.0013245186,0.99829525,8.4673644e-05,0.00029554003
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.036136847,0.076501705,0.49885374,0.3885077
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0016982993,0.0009676618,0.99687696,0.00045709105
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.05719751,0.039311238,0.89471966,0.008771523
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.5061648,0.2709305,0.21100087,0.011903855
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,True,0.09056898,0.04847808,0.7583248,0.1026281
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.020213198,0.9739265,0.0018801205,0.003980215
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.060661606,0.047243305,0.6521737,0.2399213
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.040649515,0.027937975,0.006233805,0.92517865
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.0010975413,0.00062536023,0.99781966,0.0004575233
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.4289174,0.55074084,0.0037108625,0.016630933
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.0010310106,0.00037928767,0.000802952,0.99778676
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,True,0.03396847,0.8760584,0.05600454,0.03396847
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,True,0.0322761,0.94324595,0.0072017717,0.017276153
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.19296981,0.3605151,0.40851712,0.037998013
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.19083919,0.21624914,0.005085692,0.5878261
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.0045934906,0.9919178,0.0017988369,0.0016898508
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.07498719,0.06617595,0.62786,0.23097679
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.08865101,0.27306432,0.24097842,0.39730623
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.028945843,0.01064858,0.21388246,0.74652314
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,False,0.053811703,0.1005335,0.0038981067,0.8417567
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.61164075,0.1364755,0.02687362,0.22501007
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.98717415,0.009677915,0.0024469602,0.0007010658
