0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.0403028,0.63044184,0.26280725,0.06644808
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.04495569,0.14740403,0.45403638,0.3536039
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.020289127,0.15958634,0.55701107,0.26311338
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.04546257,0.21688978,0.45915568,0.278492
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.01024159,0.1034364,0.5252934,0.36102855
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.005100478,0.04839199,0.6680308,0.27847666
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.034768082,0.21298033,0.51091325,0.24133833
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.018835627,0.09565521,0.7068017,0.17870747
What is another way of writing-'six feet'?,6',6,6'',6#,A,False,0.053834964,0.30979884,0.42344478,0.21292141
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.057108738,0.30872694,0.42197967,0.2121847
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.06701305,0.34032035,0.49516317,0.09750341
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.055762634,0.19463073,0.52906114,0.22054549
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.03671105,0.28875476,0.47607613,0.19845805
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,True,0.0645459,0.22528733,0.42089212,0.28927466
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.023077931,0.17052412,0.52525127,0.28114676
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.026529124,0.2364515,0.50056785,0.2364515
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,False,0.14259307,0.18309313,0.4392176,0.23509625
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.021349983,0.16793065,0.55062336,0.26009604
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.032784868,0.25787297,0.4817701,0.22757207
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.031260006,0.3360767,0.29658666,0.3360767
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.06889337,0.3498694,0.30875865,0.27247855
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.028256882,0.12663856,0.3442393,0.5008652
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.038879592,0.17424622,0.41799498,0.36887926
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,False,0.079661585,0.24537498,0.45842078,0.21654265
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.0901792,0.19090936,0.4041551,0.3147563
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.030334497,0.21056314,0.50511473,0.25398764
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.010214615,0.24747746,0.5239098,0.2183981
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.086763114,0.34315476,0.2672492,0.30283302
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.017745502,0.08465906,0.8550262,0.042569246
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.013302492,0.19547868,0.468929,0.32228988
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.008120018,0.18481077,0.50236773,0.30470145
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.0011243211,0.09507627,0.79606384,0.10773552
What is the square root of 81 squared?,9,27,81,729,C,True,0.009636921,0.17081851,0.4097723,0.4097723
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,False,0.045012623,0.22859296,0.548366,0.17802837
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.013466626,0.19789061,0.36970833,0.41893443
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,False,0.023147304,0.14179441,0.49491113,0.34014714
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.05646945,0.57032126,0.20980947,0.16339979
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,False,0.007675667,0.15416989,0.4190772,0.4190772
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,False,0.0024780282,0.39149123,0.5696164,0.036414355
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.003054177,0.1382426,0.70205384,0.1566494
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.0463091,0.5299796,0.3642493,0.059462063
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.0015018166,0.052940857,0.4432684,0.5022889
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,True,0.012618416,0.19738524,0.5365487,0.25344765
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,False,0.27382985,0.39842007,0.27382985,0.05392029
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,False,0.028477147,0.27018362,0.64813685,0.053202312
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.024140628,0.622595,0.33325112,0.020013284
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.036373306,0.22281352,0.6056699,0.13514324
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.11462591,0.2927075,0.4258869,0.1667797
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.01019992,0.16984391,0.55689675,0.26305938
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.033531755,0.23275653,0.43484643,0.2988653
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.016552627,0.35391074,0.35391074,0.27562597
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.014223516,0.3668293,0.25211784,0.3668293
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.034563717,0.19890045,0.4771374,0.28939846
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.048028804,0.75129694,0.18995762,0.010716675
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.02705518,0.21280546,0.4505092,0.30963016
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.04140614,0.30595228,0.34668934,0.30595228
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,True,0.045168124,0.37818807,0.42854324,0.14810058
On what body part should you wear a babushka?,head,hands,foot,legs,A,False,0.13857615,0.3122862,0.4268446,0.122293025
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.016190268,0.23791426,0.646718,0.09917743
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,False,0.09719268,0.29937452,0.33923578,0.26419708
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.021542957,0.24654607,0.5914333,0.14047772
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.019548304,0.2381471,0.5041574,0.2381471
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.0059465417,0.15336335,0.6873268,0.15336335
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.005323437,0.54300535,0.422893,0.028778229
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.0036442576,0.28949922,0.61286986,0.09398664
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.0016300895,0.057462633,0.89886683,0.042040564
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.09983132,0.3075021,0.4474129,0.1452537
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.0068935608,0.13846087,0.40064982,0.45399573
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,True,0.02589369,0.2168052,0.5536315,0.20366965
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.023481034,0.25244492,0.47162917,0.25244492
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,False,0.029089957,0.3543882,0.40157446,0.21494733
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.00078961055,0.04311128,0.36096632,0.5951328
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.011112248,0.2529136,0.3679871,0.3679871
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.0043158857,0.118486926,0.6818452,0.19535193
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,False,0.04097419,0.26718527,0.5656312,0.1262094
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.03169535,0.26538193,0.43754083,0.26538193
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.026590407,0.5017242,0.34482965,0.12685575
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.0033567012,0.04932636,0.82135767,0.12595928
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.067912385,0.6858908,0.19651102,0.049685765
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.02314025,0.3000873,0.49476033,0.18201216
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.051771782,0.38254458,0.43347982,0.13220388
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.003266563,0.08424577,0.85085213,0.061635524
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.013972239,0.49253836,0.38358927,0.10990017
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.023398275,0.17289117,0.30343345,0.50027716
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,True,0.07445897,0.35522386,0.40252137,0.16779587
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.05704008,0.47759074,0.17569582,0.28967342
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.02952762,0.07540142,0.3379257,0.5571453
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,False,0.013461912,0.2878284,0.47454876,0.22416095
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.010102041,0.10860718,0.66529965,0.21599117
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.018166903,0.28417817,0.4134768,0.28417817
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,True,0.18069544,0.23201755,0.38253227,0.20475478
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.0075565986,0.0864807,0.3420378,0.56392497
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.009537584,0.1025387,0.85854596,0.029377827
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,False,0.03535187,0.31508777,0.45845,0.19111039
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,False,0.0485771,0.2795419,0.52225304,0.149628
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.009530761,0.14005353,0.5539224,0.29649332
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.01358856,0.6547335,0.3092742,0.022403747
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.03667356,0.19825539,0.6106696,0.15440145
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.005985736,0.09363266,0.39420822,0.5061734
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.05803663,0.2295393,0.33397773,0.37844634
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.033915076,0.34253016,0.2354173,0.38813752
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.031186178,0.15837649,0.3799254,0.4305119
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.045748066,0.13237642,0.46203908,0.3598364
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.06665062,0.14109938,0.6323635,0.15988652
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.048392218,0.35757282,0.278478,0.3155569
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,True,0.0077656093,0.35149834,0.51142704,0.12930901
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.016192585,0.26963073,0.44454592,0.26963073
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.029888922,0.19490024,0.38760543,0.38760543
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.032453697,0.21162468,0.3079121,0.44800946
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.042336106,0.17824167,0.62212455,0.15729772
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.042840637,0.19199842,0.40646067,0.35870028
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,False,0.13598892,0.22420783,0.60946006,0.030343229
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,False,0.26987875,0.23816717,0.39267126,0.09928284
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.027914438,0.11040375,0.596837,0.2648448
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,False,0.08892883,0.5117501,0.31039214,0.08892883
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.0072985487,0.12936987,0.5116678,0.3516638
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.11610665,0.45921072,0.31561062,0.109072104
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.03021985,0.41717213,0.41717213,0.13543595
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.012257122,0.16920435,0.6692162,0.14932233
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.031832498,0.16165875,0.68060875,0.12589997
What does a pH level measure?,acidity,density,wavelength,humidity,A,False,0.09928284,0.26987875,0.39267126,0.23816717
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.022251176,0.17501906,0.4757511,0.32697865
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.041708227,0.22547254,0.47732538,0.25549388
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,True,0.06320967,0.3417082,0.4121788,0.18290325
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.3779089,0.17851152,0.3779089,0.06567072
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,False,0.019648695,0.17512691,0.6506754,0.15454896
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.0248682,0.3654355,0.4140927,0.19560353
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.022942184,0.24665174,0.43288726,0.2975188
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,True,0.115767844,0.2777126,0.4578707,0.14864884
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.0059531224,0.44426262,0.44426262,0.10552162
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.0023226894,0.06787893,0.6440174,0.285781
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.0005536448,0.105506025,0.60714525,0.2867951
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,False,0.03573037,0.21887507,0.5949641,0.15043049
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.025371887,0.47873238,0.42247984,0.07341599
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.021727884,0.13309942,0.59651023,0.24866246
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0070712254,0.09170105,0.7678035,0.13342424
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.0059629497,0.07732871,0.78099227,0.13571611
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.029214824,0.21587,0.58679545,0.16811971
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.031707447,0.3628725,0.19423166,0.41118842
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.041708227,0.25549388,0.47732538,0.22547254
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.013194507,0.160742,0.5610447,0.26501873
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.096839406,0.24728806,0.52350885,0.13236377
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.007207317,0.21062867,0.7351663,0.046997607
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.030613612,0.25632462,0.29045385,0.42260787
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.018587304,0.06487607,0.37333602,0.5432007
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.0583536,0.20367408,0.35745913,0.38051325
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.02447566,0.08542845,0.67194676,0.21814917
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.021314658,0.14795305,0.66307956,0.16765277
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.03258754,0.6545383,0.21249746,0.100376695
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,False,0.042816017,0.40622702,0.46031553,0.090641506
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.032537743,0.19931784,0.47813866,0.29000574
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.02893949,0.14696686,0.5129647,0.31112882
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.0037552568,0.15967758,0.6315371,0.20503007
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.05803663,0.37844634,0.33397773,0.2295393
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,False,0.018802652,0.20214756,0.4849268,0.29412296
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,False,0.1476704,0.42729846,0.37708956,0.047941558
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.021044126,0.61499953,0.2905052,0.07345122
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,False,0.011348576,0.12987758,0.70211154,0.15666227
