0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt4_52000_correct,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceD_probs
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.00011591166,0.9998178,6.204304e-05,4.2220818e-06
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.90008485,0.054054298,0.027180208,0.018680664
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.00021653289,0.99973196,4.0054558e-05,1.1475823e-05
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.06462833,0.022334952,0.37191036,0.5411264
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.14247961,0.03602449,0.7235712,0.09792471
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.056106992,0.118778504,0.22190745,0.603207
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,True,0.16864866,0.6670184,0.10229059,0.06204238
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.00017943492,0.00031491808,0.0002033264,0.99930227
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.95351845,0.041894678,0.004415666,0.00017121398
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.003964074,0.00021008821,0.025849007,0.96997684
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.99706715,0.0028005564,0.00011559277,1.6652717e-05
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.7786787,0.022089416,0.06391784,0.13531408
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.9996877,7.965448e-05,0.00023048784,2.2596234e-06
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.01823424,0.010389556,0.7753396,0.19603655
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.874318,0.004588,0.071768396,0.049325645
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,True,0.02308452,0.31867197,0.52540123,0.13284224
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.0005191552,0.00010882084,0.00017941525,0.99919266
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.3895747,0.20852432,0.09849991,0.30340108
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.99987113,7.9669095e-05,4.264379e-05,6.5396375e-06
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.97908825,0.020320328,0.00047788833,0.000113508424
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.6912325,0.03441444,0.1201182,0.15423483
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.052233536,0.7675662,0.03821487,0.14198548
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.86777407,0.062861346,0.02040809,0.04895646
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.00010887751,5.474705e-05,0.00012337438,0.999713
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,True,0.15671773,0.5469986,0.095054105,0.20122956
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.9698668,0.020128943,0.0021215752,0.007882607
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.0040586307,0.0010261826,0.0018010065,0.9931142
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.34032014,0.4369797,0.09750336,0.12519678
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.0018013226,0.0008508845,0.99328846,0.004059343
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.022465171,0.0068514897,0.95524335,0.015440071
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.00023049185,5.1429688e-05,0.999705,1.30034605e-05
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.02083067,0.13583304,0.47410387,0.36923248
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.000108886714,3.5350342e-05,5.828286e-05,0.9997975
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.00024485964,0.0009097639,0.99767727,0.0011681599
What is the square root of 81 squared?,9,27,81,729,C,False,0.6500918,0.2709986,0.060467962,0.018441686
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.99934083,0.0004582208,0.00015835687,4.2621174e-05
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.23629919,0.11161983,0.009753232,0.6423278
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.0007546355,0.0002162067,0.0008033053,0.99822587
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.0020375282,0.9915183,0.0005483933,0.0058957837
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.0066727647,0.0013139453,0.0016871392,0.9903261
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.00023046527,0.99958974,0.00013978426,4.004886e-05
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.007001392,0.009569769,0.066427365,0.9170014
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.00029592373,0.9995913,7.9646794e-05,3.3201723e-05
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.00013123505,0.00017937704,0.00070944993,0.99897987
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.006320272,0.020723373,0.36733058,0.60562575
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.9993286,0.00062630593,4.0038398e-05,5.0903113e-06
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.99992335,3.535479e-05,4.0062227e-05,1.2097744e-06
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.00016863525,0.99972755,8.479513e-05,1.892035e-05
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.0067724036,0.10593822,0.8870098,0.00027953048
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.86466444,0.10326944,0.0090235835,0.023042526
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.065344125,0.20127407,0.7025155,0.030866377
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.31536207,0.6676215,0.012227914,0.00478852
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,7.0302485e-05,4.8318143e-05,8.480099e-05,0.99979657
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,False,0.9846273,0.0140449535,0.00031029346,0.0010174131
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.004067286,0.00024425949,0.00045633683,0.99523205
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.0040479293,0.9904957,0.0051976442,0.0002587755
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.010682291,0.035025883,0.05096236,0.90332943
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.7065706,0.024177516,0.03986199,0.22938989
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.49670485,0.30126673,0.16125645,0.040772017
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.9997577,0.0001795167,2.2822986e-05,4.005559e-05
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.2488476,0.6764379,0.055525403,0.019189067
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.9933396,0.0048967544,0.0007993732,0.0009642281
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.0021792634,0.0010958024,0.9962387,0.00048625938
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,True,0.0006650894,0.001096547,0.0013226882,0.9969157
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,7.484036e-05,6.6046385e-05,0.9998468,1.2217353e-05
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,5.828829e-05,0.9998907,4.832269e-05,2.7261797e-06
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,True,0.00034361682,0.037310388,9.844787e-05,0.9622476
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,7.966545e-05,8.480343e-05,0.9998254,1.0128325e-05
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.9745068,0.010825792,0.009553728,0.0051137423
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.00048687472,0.00031434992,0.0016993597,0.9974994
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.41641662,0.22289176,0.036386076,0.3243056
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.17154907,0.029810755,0.029810755,0.7688295
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,8.4799045e-05,0.9997737,0.00013133933,1.0127801e-05
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,4.2644722e-05,3.1199546e-05,3.3211745e-05,0.99989295
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.024969114,0.028293714,0.009778046,0.9369591
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.018056065,0.41095415,0.52767557,0.04331425
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.99983954,0.00010229391,3.535183e-05,2.2824854e-05
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.051638447,0.91531336,0.021526108,0.011522095
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.025928508,0.9729601,0.0010053574,0.00010596389
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.001709111,0.0028178478,0.1637717,0.83170134
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.98815876,0.004038379,0.00025816495,0.007544685
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.94522446,0.03901407,0.0038629165,0.01189862
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.75386894,0.2447454,0.000778971,0.00060666323
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.0007089146,9.594116e-05,0.9982261,0.0009689714
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.0022945679,0.0037831026,0.9853969,0.008525354
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.18074785,0.058680236,0.045700215,0.71487164
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.99877495,0.0009695042,0.00011579075,0.00013967032
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.010861664,0.9777359,0.010861664,0.0005407704
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.14766824,0.0023868347,0.00017290174,0.84977204
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.00024524183,0.99923456,0.0004581721,6.2006846e-05
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.00037854863,0.0008013875,0.99584264,0.0029775156
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,1.2218155e-05,4.0061786e-05,3.5354402e-05,0.9999124
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.95657784,0.025491936,0.01062662,0.007303562
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.032579504,0.013581158,0.0017266505,0.9521127
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.9918321,0.006682912,0.0014008145,8.412545e-05
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,False,0.9381454,0.059973627,0.0015014104,0.000379616
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.9998275,0.00012338851,3.763137e-05,1.147692e-05
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.99983287,0.000115913404,3.5351593e-05,1.5687174e-05
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.00011591566,0.9998523,2.9308068e-05,2.4057529e-06
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,True,0.060181,0.09922169,0.009824278,0.83077306
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,5.475372e-05,2.0142768e-05,9.027362e-05,0.9998348
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.0029291546,0.01583486,0.0015678634,0.9796681
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.00021624379,0.0013246539,6.195488e-05,0.9983972
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0024702603,0.00010195981,0.99657404,0.00085369905
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.000230503,3.088742e-06,1.300409e-05,0.9997534
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.4764173,0.4204368,0.06863442,0.034511555
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.43622217,0.56012034,0.0027611621,0.00089641806
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.9675232,0.010748212,0.020080304,0.0016482917
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.9994116,0.00045825326,9.023541e-05,4.0041723e-05
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.0065382905,0.9703683,0.015684543,0.0074088536
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,False,0.0048690676,0.7226337,0.0066552265,0.2658421
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.9278482,0.05931535,0.011679886,0.0011564653
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.14043897,0.045593858,0.0057966085,0.8081705
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.9997358,0.00016863663,8.479583e-05,1.0780579e-05
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.99954635,0.00037995653,5.4737924e-05,1.891692e-05
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.0058962763,0.0007042097,0.0017982627,0.99160117
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.9992913,0.000588338,0.000108831584,1.1470765e-05
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.05700087,0.08293577,0.78687274,0.07319057
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.87487084,0.063375436,0.038439143,0.023314517
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,True,0.00013979271,7.029219e-05,0.00013979271,0.9996501
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.00040445992,4.2629763e-05,0.99954224,1.0778493e-05
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.22825913,0.7030876,0.06539734,0.0032559417
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9998431,0.00013981969,1.0128505e-05,6.9612124e-06
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.0462445,0.076244295,0.4387556,0.4387556
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.049434997,0.6824291,0.017084276,0.25105163
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.12303862,0.40342808,0.40342808,0.07010529
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.9999317,5.1441348e-05,1.1478116e-05,5.421878e-06
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.00048723046,0.99822825,0.001168805,0.00011572738
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.032517098,0.838627,0.015359989,0.11349582
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,True,0.045739613,0.021605864,0.013949794,0.9187047
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.9997466,7.483286e-05,0.00015842117,2.0140993e-05
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.98838115,0.0109799225,0.00015662018,0.00048242413
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.011201387,0.034502704,0.06445954,0.88983643
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,1.8923958e-05,2.7534197e-05,3.535461e-05,0.9999182
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.99650574,0.0027989794,0.00058669795,0.00010852821
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.00091053726,0.9985253,0.0005188085,4.533298e-05
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.056990657,0.6942883,0.07317745,0.17554358
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.00019095662,0.00031483424,0.9990362,0.0004580811
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,False,0.9941865,0.0027924653,0.002315035,0.0007060458
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.93063396,0.059493437,0.009123614,0.0007489119
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.6946212,0.10006968,0.050318193,0.15499094
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.001915973,0.0052081547,0.00037727747,0.9924986
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.715648,0.12436098,0.12436098,0.035630014
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.00062566437,0.0007546953,0.0003146038,0.99830496
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.00027773378,0.00015824793,0.9986534,0.000910654
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.99677116,0.0029802918,0.00019052369,5.8106438e-05
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.00023027926,0.00013120918,0.00085559126,0.99878293
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.91531336,0.051638447,0.011522095,0.021526108
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,True,0.03307819,0.9666864,0.00019669012,3.8730577e-05
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.25350365,0.5712793,0.087608516,0.087608516
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.987566,0.012431622,1.4412325e-06,9.905436e-07
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.017954515,0.9802833,0.0011477937,0.00061436975
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.12276378,0.057989508,0.33370656,0.48554018
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.117426746,0.4098596,0.06285401,0.4098596
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.00048699696,0.00066564593,0.0010974646,0.99774987
