0,1,2,3,4,5,llama_7B_wizardlm_20000_largelogstep/ckp5k_correct,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceA_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceB_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceC_probs,llama_7B_wizardlm_20000_largelogstep/ckp5k_choiceD_probs
The most rapidly urbanizing area of the world is:,Europe,East Asia,Sub-Saharan Africa,South Asia,C,False,0.05851339,0.6696503,0.19185804,0.079978324
The influence of neo-Malthusianism can be seen in,government programs for birth control and planning.,famine relief.,increased spending in social welfare programs.,increased total fertility rates.,A,False,0.07379876,0.6577612,0.14676636,0.12167359
The process of devolution involves,the change of government from a democracy to a communist dictatorship.,the movement of power from the central government to regional governments in the country.,the movement of power from a monarchy to a military dictatorship.,the movement of power from regional governments to central governments.,B,True,0.065927885,0.7087915,0.1231695,0.1021111
The theory that cities grow outward from a core utilizing several nodes of growth was proposed by,Rostow.,Ravenstein.,von Thünen.,Harris and Ullmann.,D,False,0.07682488,0.6847327,0.11177954,0.1266628
The theory that the main purpose of a settlement or market town is to furnish goods and services to the surrounding market area is called the,urban hierarchy theory.,central place theory.,concentric zone model.,multiplier effect.,B,True,0.09059794,0.6694333,0.14937076,0.09059794
Which one of the following statements does NOT correctly describe transnational companies (TNCs)?,"Many TNCs operate in areas of electronics, chemicals, pharmaceuticals and petroleum.",Most TNCs produce and sell manufactured goods.,"Most TNCs are headquartered in the United States, Japan, and the European Union.",TNCs are generally controlled by foreign governments.,D,False,0.059353083,0.7230686,0.12565048,0.09192786
"The ""melting pot"" theory of combining several immigrant groups into one mainstream culture is called",amalgamation theory.,acculturation.,ethnic islands.,ethnic clustering.,A,False,0.068982996,0.6544925,0.15545559,0.12106894
Which theory below was used as justification for US involvement in Vietnam in the 1960s and 1970s?,Devolution,Colonialism,Heartland theory,Containment theory,D,False,0.05377141,0.69731826,0.1656276,0.08328279
Urban agriculture can benefit urban society in all of the following ways EXCEPT,create sustainable food systems in urban areas.,provide jobs for women and children.,turn urban waste into a resource when utilized in safe manner.,replace agribusiness as the main focus of global food production.,D,False,0.069978505,0.6639376,0.157699,0.10838484
Which one of the following organizations is NOT a supranational organization?,UN,NATO,ASEAN,PLO,D,False,0.06729214,0.63845,0.23487264,0.059385106
Which one of the following demographic factors characterizes stages 4 and 5 in the demographic transition model?,Zero population growth,High mortality rates,High birth rates,High sex ratios,A,False,0.0630458,0.63674,0.18242908,0.11778507
Which of the following statements does NOT describe a factor that contributed to suburbanization in the United States?,A shorter workweek made time for a commute possible.,Changes in the housing mortgage regulations made home ownership easier.,Fixed-route public transit routes increased in importance.,Improved automobiles made transportation easier and less limited.,C,False,0.060635492,0.69393647,0.14545698,0.09997103
An isobar map shows lines connecting all points of equal,atmospheric pressure,surface temperature,elevation,precipitation,A,False,0.07108921,0.6336112,0.17053415,0.12476545
Ralph purchases garden fertilizer at the nearby garden shop rather than drive 50 miles to the neighboring town for the same product. This reflects which type of spatial interaction?,Transferability,Complementarity,Intervening opportunity,Territoriality,C,False,0.07088122,0.6725023,0.1597333,0.09688314
What type of countries generally possesses a greater variety of climates and resources than other countries?,Perforated states,Fragmented states,Elongated states,Prorupt states,C,False,0.08685565,0.5320554,0.20835587,0.17273308
Which of the following factors has little or no impact on mortality rates in the developing countries?,New medicines,Improved birth control methods,Pesticides,Famine relief,B,True,0.06966054,0.6208776,0.20156945,0.10789236
"The idea that you identify with, and give allegiance, to a nation-state is",regionalism.,diffusion.,iconography.,nationalism.,D,False,0.07226778,0.56843007,0.16285795,0.19644418
What condition occurs when the people of one state want to annex a territory whose population is ethnically related to that state's population but now under the rule of another state?,Nationalism,Resource dispute,Irredentism,Positional dispute,C,False,0.061848283,0.62464553,0.19050613,0.122999996
"Variations in vocabulary, pronunciation, and rhythm in a spoken language are called",syntax.,isoglosses.,lingua francas.,dialects.,D,False,0.061664447,0.62278885,0.16762134,0.14792532
Boundary problems along the United States–Mexico border are caused by which type of issue below?,Ownership of fertile ground,Land use,Irredentism,Immigration,D,False,0.07486071,0.626801,0.15848011,0.13985822
In which country does language pose a centrifugal force?,Canada,United States,Brazil,Norway,A,False,0.042198893,0.6601018,0.22812508,0.069574215
Quebec is a strong example of which of the following situations?,Irredentism,Secession,Ethnonationalism,A colony,C,False,0.08822165,0.6518747,0.18676524,0.07313832
Which of the following items below is NOT considered a barrier to the diffusion of an innovation?,Internet,Distance,Cultural obstacles,Government interference,A,False,0.06917912,0.61658674,0.17665507,0.1375791
Change in any culture is introduced through all the following processes EXCEPT,innovation.,diffusion.,acculturation.,gravity.,D,False,0.06275524,0.63380545,0.17058642,0.13285284
Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's first major migration came from France.,Canada's second major migration stream originated in the British Isles.,Canada's third major migration stream came from Latin America.,The first major migration wave to the United States originated in Europe.,C,False,0.05900329,0.7188072,0.14154154,0.08064794
A chief factor that contributed to the Second Agricultural Revolution was,the Industrial Revolution.,World War I.,World War II.,the discovery of the plow.,A,False,0.07486916,0.6673016,0.14889511,0.10893399
Zero population growth (ZPG) is achieved when,CBR – CDR 5 2.,Births 1 immigration 5 deaths 1 emigration.,Total fertility 5 3.,Replacement fertility is achieved.,B,True,0.094612114,0.57956946,0.18815865,0.1376598
In which of the following Asian countries would one find special economic zones (SEZs)?,Japan,South Korea,China,Vietnam,C,False,0.047417585,0.6545795,0.24080636,0.05719652
Which of the following industries does NOT need to be close to its markets?,Dairy foods,Bulk-gaining products,Single-market products,Bulk-reducing products,D,False,0.07201918,0.49991217,0.2848414,0.14322723
Which of the following is NOT a characteristic of a city in the developing world?,Contains modern centers of commerce,Has a well-developed infrastructure,Experiences large in-migrations of rural people into the city,Produces a large share of its country's GDI,B,True,0.06581217,0.62440854,0.17889605,0.13088314
A map that presents a single class of statistics is called a,general purpose map.,thematic map.,reference map.,mental map.,B,True,0.12723377,0.5702222,0.19706354,0.10548051
The construction of freeways leads to all but which of the following results?,Urban sprawl,Traffic increase,Traffic congestion,Decreased dependency on cars,D,False,0.07614563,0.5989317,0.18266386,0.14225875
Which continent has the highest total fertility rates?,Africa,Asia,South America,Europe,A,False,0.06740214,0.6394937,0.19503456,0.09806954
What monotheistic religion is based on the life and teachings of Jesus Christ of Nazareth?,Islam,Christianity,Hinduism,Buddhism,B,True,0.046060503,0.81644195,0.10379895,0.03369858
Which of the following statements is true concerning folklore?,It is the written tradition of a group.,It encourages changing the old values and customs.,It serves to blend all cultures into one.,It expresses in words the shared values of a group by expressing their ideals.,D,False,0.07811824,0.69626033,0.13710178,0.08851957
The irregularity of the wet monsoon in South Asia in recent years may have a significant negative effect on which of the following?,Food production,Population patterns,Wildlife conservation efforts,Tourism,A,False,0.082272165,0.6079137,0.17417018,0.13564388
"According to Alfred Weber's least-cost theory, which one of the following costs of production is the most important factor in locating an industry?",Labor,Transport,Raw materials,Agglomeration costs,B,True,0.06375043,0.6438565,0.17329164,0.11910149
The climate of Great Britain is milder than most other places along the same latitude for which of the following reasons?,"The Gulf Stream brings warm waters to Great Britain, raising the temperature of winds that blow onto the island.",Hot springs throughout the country raise the temperature of the surrounding land and air.,Mountain ranges in the north of Great Britain act as a barrier to cold winds blowing from the Arctic.,Small landmasses generate their own local climate and are largely unaffected by latitude.,A,False,0.07177995,0.68102926,0.14275149,0.10443922
Which of the following supranational organizations is not an economic union?,EU,CARICOM,NAFTA,NATO,D,False,0.06157122,0.661953,0.21490467,0.06157122
The global lingua franca is,Chinese.,English.,French.,Arabic.,B,True,0.06507551,0.6572394,0.15610804,0.12157706
What are the two major branches of Islam?,Sunni and Shinto,Shinto and Shiite,Sunni and Shiite,Shamanism and Shiite,C,False,0.0683112,0.6899187,0.19766502,0.044105027
What was the primary reason the Green Revolution did NOT help Africa much?,It targeted crops Africans don't grow and eat.,It required sophisticated machinery.,Population growth has fallen so drastically that Africans don't need the increased food production.,African agricultural production went up without its help.,A,False,0.060473364,0.6107593,0.16438365,0.16438365
The largest exporter of agricultural goods in the world is,China.,Mexico.,Chile.,the United States.,D,False,0.073558904,0.57858557,0.22657736,0.12127812
Which of the following statements is NOT part of Gunnar Myrdal's theory of cumulative causation?,Developing and developed regions share similarly in wealth through trade.,The core will always dominate the periphery.,Growth and prosperity of the core exists at the expense of the periphery.,"Regions with initial advantage keep and expand it as they attract labor, capital, and trade.",A,False,0.05969066,0.68312347,0.15242545,0.10476038
Which pair of religions below share a long-held tradition of cremating their dead?,Hindu and Buddhist,Hindu and Muslim,Muslim and Jewish,Christian and Buddhist,A,False,0.079168275,0.6227067,0.18991482,0.1082102
"The official languages of Guyana, Suriname, and French Guiana are English, Dutch, and French, respectively. On what continent are those countries located?",North America,South America,Africa,Asia,B,True,0.09618744,0.6676732,0.1399519,0.09618744
