0,1,2,3,4,5,llama_7B_followturn_20000/ckp25k_correct,llama_7B_followturn_20000/ckp25k_choiceA_probs,llama_7B_followturn_20000/ckp25k_choiceB_probs,llama_7B_followturn_20000/ckp25k_choiceC_probs,llama_7B_followturn_20000/ckp25k_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.090354,0.5891821,0.31536645,0.0050974237
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,False,0.16595851,0.7437744,0.08883119,0.0014358225
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.15862155,0.71089244,0.10901889,0.021467092
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.030506218,0.37164184,0.47719756,0.120654434
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.013206124,0.9258208,0.059185743,0.0017872547
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.1457996,0.6534285,0.18721041,0.013561475
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.0049332427,0.16336656,0.8296438,0.0020564813
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.43571004,0.20581485,0.33933133,0.019143764
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.23670258,0.3039321,0.4422186,0.017146675
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.18208165,0.7201469,0.09746128,0.0003101979
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.21720426,0.5904224,0.19168209,0.00069131353
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.23716633,0.18470533,0.5689325,0.009195937
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.025113394,0.39283958,0.5715782,0.01046882
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.24394111,0.66310066,0.07919608,0.013762215
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.05284103,0.93662965,0.007151256,0.003378014
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.031968746,0.9342637,0.02821232,0.0055553354
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.095528536,0.54972875,0.33342734,0.021315297
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.13075931,0.75246793,0.03746317,0.07930953
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.00864887,0.88220876,0.09298412,0.016158218
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.17586118,0.120867506,0.6955445,0.007726801
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.5885497,0.1910741,0.1910741,0.029302161
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.53020036,0.41292045,0.049316317,0.007562902
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.2168596,0.7569143,0.025900183,0.0003260352
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,True,0.06567072,0.3779089,0.17851152,0.3779089
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.03924643,0.2258476,0.6956596,0.03924643
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.0041696024,0.7945855,0.20090269,0.00034226177
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.02543741,0.95453185,0.019810677,0.00022007673
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.042961303,0.5233758,0.4076055,0.026057346
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.32568398,0.41818652,0.25364295,0.002486628
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.59759825,0.117674075,0.28228542,0.0024422475
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.0068389247,0.6156204,0.37339264,0.0041480176
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.13058676,0.7514749,0.04804018,0.06989806
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.01862872,0.89758205,0.08348814,0.00030110523
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.0068642027,0.3747728,0.61789584,0.00046711488
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.049629655,0.47087306,0.47087306,0.008624341
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.048278615,0.85575897,0.09019633,0.0057660583
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.06731861,0.82010853,0.11098962,0.0015831819
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.02853599,0.5731607,0.39392722,0.004376136
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.28749,0.4739909,0.17437151,0.06414769
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.17945938,0.4305007,0.3799155,0.010124406
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.28715733,0.1741697,0.5364805,0.0021924733
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.20784421,0.56497914,0.20784421,0.019332523
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.20765749,0.7247958,0.052504037,0.015042657
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.18902105,0.40015757,0.40015757,0.010663838
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.007766086,0.6990808,0.29142025,0.0017328482
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.015715051,0.66822094,0.31564522,0.00041879193
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.2565234,0.54306006,0.19978064,0.0006358579
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.27724668,0.66508025,0.054593112,0.0030799324
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.017426673,0.6539311,0.30889517,0.019747008
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.42045403,0.37104937,0.19860841,0.009888131
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.79254913,0.15606219,0.05066597,0.00072271127
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.015384828,0.7412825,0.24065919,0.0026734823
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.4606797,0.13198695,0.31662023,0.09071322
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.37415946,0.5443988,0.07367636,0.0077654314
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.15363337,0.41761878,0.41761878,0.011129163
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,False,0.66846526,0.24591464,0.07983679,0.0057833577
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.084933266,0.8058244,0.10905647,0.00018579076
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.0573662,0.89735836,0.04467684,0.00059867004
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.06481854,0.37300497,0.47894785,0.083228655
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.07486975,0.08483854,0.8049257,0.035365965
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,False,0.010469667,0.7339803,0.2382885,0.017261563
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.11290064,0.30689573,0.39406192,0.18614167
