0,1,2,3,4,5,llama_7B_firstturn_20000/ckp30k_correct,llama_7B_firstturn_20000/ckp30k_choiceA_probs,llama_7B_firstturn_20000/ckp30k_choiceB_probs,llama_7B_firstturn_20000/ckp30k_choiceC_probs,llama_7B_firstturn_20000/ckp30k_choiceD_probs
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.51867145,0.24500304,0.21621442,0.020111075
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.13197692,0.52197886,0.31659618,0.029448032
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.29148525,0.37427446,0.22700894,0.10723143
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.11754113,0.36205214,0.46488416,0.055522498
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.32868606,0.17593296,0.42204124,0.07333977
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.2565535,0.106947415,0.6154399,0.021059195
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.25,0.25,0.25,0.25
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.15624341,0.3748085,0.17704698,0.29190114
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.061219122,0.74580157,0.11437238,0.0786069
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.065344125,0.7025155,0.20127407,0.030866377
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.10544079,0.28661776,0.4725528,0.13538864
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.07544612,0.7158129,0.18098585,0.027755078
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.11782587,0.28264958,0.46601036,0.13351421
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.033669665,0.8683521,0.048989072,0.048989072
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.26426658,0.43570194,0.23321445,0.06681706
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.6962793,0.13710552,0.1553609,0.011254306
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.39418483,0.3478669,0.1450125,0.11293585
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.06761771,0.82375234,0.041012213,0.06761771
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,True,0.2772748,0.2772748,0.2772748,0.16817567
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.07208713,0.7750097,0.11885159,0.03405155
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.4088039,0.28096655,0.1931053,0.11712428
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.25943622,0.62235516,0.10814911,0.010059434
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,True,0.13598889,0.6094599,0.19786265,0.056688603
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.41760075,0.10558601,0.25328767,0.22352558
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.039868124,0.9073943,0.051191684,0.001545855
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.051698484,0.6298165,0.15924254,0.15924254
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.23417257,0.49574333,0.23417257,0.035911527
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.23071587,0.43103397,0.17968169,0.15856855
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.17301625,0.47030693,0.25173718,0.10493966
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.030124651,0.8803714,0.0818873,0.007616705
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,True,0.24363722,0.27607712,0.31283638,0.16744925
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.037824225,0.40664873,0.5221473,0.03337976
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.12430678,0.4338733,0.4338733,0.007946667
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,False,0.13383402,0.19472733,0.59980243,0.071636185
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,False,0.09062624,0.35843372,0.521518,0.029422032
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.21805988,0.055134173,0.67167175,0.055134173
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,True,0.087742634,0.34702885,0.504924,0.060304575
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.2415388,0.6565705,0.06920202,0.03268872
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.2355554,0.30245912,0.4400754,0.021910064
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.4632358,0.1931054,0.28096673,0.06269215
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.48307544,0.074082024,0.42631257,0.016529933
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.42588618,0.17753577,0.25831303,0.138265
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.17343885,0.2859523,0.36717004,0.17343885
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.09207788,0.68036866,0.22088335,0.006670099
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.014231181,0.6856967,0.28584093,0.014231181
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.30539548,0.14425862,0.503512,0.046833917
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.2523479,0.41605133,0.19652873,0.13507208
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.16001281,0.43495992,0.26381654,0.14121081
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.055742238,0.1515231,0.7694978,0.02323682
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.21507852,0.584644,0.13045172,0.06982577
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.10730397,0.3305195,0.42439544,0.13778102
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,True,0.15032129,0.40861562,0.36060202,0.08046119
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.2236204,0.4734044,0.19734432,0.10563081
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.29338846,0.4837158,0.20164274,0.02125299
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,False,0.38084772,0.38084772,0.17989972,0.058404893
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.21096605,0.39413646,0.3069538,0.08794373
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.027573245,0.62756413,0.3359109,0.008951722
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,False,0.49651942,0.18265928,0.23453917,0.086282134
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,True,0.070193775,0.51866573,0.35647342,0.054666962
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,False,0.19738525,0.53654873,0.25344768,0.012618417
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.40525305,0.2785261,0.07042242,0.24579841
