0,1,2,3,4,5,llama_7B_ga_alpaca_20000/ckp10000_correct,llama_7B_ga_alpaca_20000/ckp10000_choiceA_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceB_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceC_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.15486105,0.1206059,0.69403905,0.030493949
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.7579788,0.116239816,0.116239816,0.009541545
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,True,0.3766912,0.20162827,0.3766912,0.044989347
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.116879016,0.103145376,0.31771013,0.4622655
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.15886441,0.33631596,0.38109592,0.12372373
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.2986834,0.18116064,0.4345818,0.08557423
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.12977205,0.11452343,0.5132584,0.2424461
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.7021355,0.034957267,0.22795002,0.034957267
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.31102178,0.10097399,0.39935988,0.18864425
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,False,0.3282134,0.12074296,0.5411324,0.009911186
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.7169483,0.109947585,0.15997279,0.013131366
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.25388643,0.13589561,0.4743223,0.13589561
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.23347723,0.08589147,0.6346569,0.045974392
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.1356438,0.17417008,0.5364816,0.15370457
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,False,0.5343156,0.28599852,0.15308398,0.026602006
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.50122523,0.162724,0.30400848,0.032042257
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.45092008,0.12919077,0.27349687,0.14639232
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.40252653,0.13068123,0.2766522,0.19014007
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,True,0.6292746,0.18029019,0.15910554,0.031329736
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.121958554,0.057609145,0.61935663,0.20107566
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.2845447,0.1344094,0.53159946,0.049446456
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.35289252,0.14710748,0.35289252,0.14710748
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.11355241,0.44910848,0.30866745,0.12867174
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.14937064,0.090597875,0.59077233,0.16925912
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.16046627,0.045974355,0.5600823,0.23347704
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,False,0.5878188,0.31463674,0.09014494,0.007399547
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,False,0.28268358,0.13353026,0.5281224,0.055663694
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,False,0.34040636,0.12522851,0.30040756,0.23395765
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,False,0.82141846,0.04634126,0.1259686,0.0062716072
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.10458166,0.10458166,0.46870247,0.3221342
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,False,0.23125936,0.20408566,0.48957607,0.07507893
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,True,0.30750206,0.14525369,0.44741285,0.099831305
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.35866708,0.09068524,0.35866708,0.19198066
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.2204267,0.24977615,0.41181126,0.117985904
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,False,0.7646752,0.00962584,0.21908312,0.006615737
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,False,0.07737385,0.23832823,0.5717197,0.11257829
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.34583646,0.07716655,0.39188406,0.18511292
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,True,0.11013443,0.124798656,0.55930877,0.2057582
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,True,0.111108474,0.03183311,0.82098675,0.03607164
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.08400456,0.07413376,0.7033616,0.13850011
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.25983292,0.06569605,0.6233068,0.05116414
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.45886874,0.06210113,0.45886874,0.020161286
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.2912253,0.07363329,0.616524,0.018617412
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.3860056,0.16091107,0.3860056,0.06707772
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.49516317,0.09750341,0.34032035,0.06701305
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,False,0.2737255,0.11410577,0.5794769,0.032691848
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.46399704,0.048904926,0.46399704,0.023101052
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,False,0.8362226,0.07778082,0.06864133,0.017355246
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.28085008,0.062666126,0.24784933,0.40863445
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.53566843,0.1970614,0.22329982,0.043970343
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.78756815,0.05705125,0.13685882,0.018521829
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.24899024,0.020438364,0.59729654,0.13327487
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.46527094,0.080851965,0.41060016,0.04327694
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,False,0.79138565,0.08341143,0.09451754,0.03068535
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.15076989,0.103622526,0.5262386,0.21936889
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,False,0.46793708,0.11831302,0.36442977,0.049320202
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,True,0.5928525,0.08023386,0.31733108,0.009582568
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.2540697,0.32623193,0.3696692,0.050029285
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.1177081,0.13338076,0.59777105,0.15114018
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.48783854,0.1233449,0.2304386,0.15837798
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.5433375,0.12123499,0.29082763,0.04459986
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.51219416,0.12950297,0.31066146,0.04764148
