0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_26000_choiceD_probs
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.77408,0.11870901,0.063540354,0.043670602
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.44350454,0.052969065,0.06002181,0.44350454
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,True,0.49909315,0.34302136,0.09827727,0.059608176
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.06204238,0.10229059,0.6670184,0.16864866
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.03671984,0.0686017,0.44733924,0.44733924
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.38297215,0.05873068,0.4339643,0.12433286
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.009365902,0.006437084,0.955348,0.028849011
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.87763655,0.08163292,0.034029663,0.006700838
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.43899596,0.30171722,0.18300074,0.07628606
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.7921777,0.15598904,0.050642222,0.0011909909
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.09194631,0.02324767,0.8723624,0.012443581
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.7094753,0.15830533,0.12328832,0.008930976
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.3354456,0.23054817,0.20345806,0.23054817
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.18715999,0.11351826,0.34966087,0.34966087
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.35148418,0.39828375,0.21318594,0.03704616
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.9903791,0.0051970324,0.004047453,0.00037647178
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.44876236,0.39603138,0.11346489,0.041741405
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.021290557,0.06557953,0.9052975,0.007832359
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.2774691,0.5183805,0.10207518,0.10207518
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.27864078,0.45940095,0.07045142,0.1915068
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.25300857,0.13542573,0.32486945,0.28669629
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.19014007,0.13068123,0.2766522,0.40252653
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.48534,0.17854661,0.15756683,0.17854661
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.5485226,0.17807922,0.095318936,0.17807922
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.31680244,0.1921504,0.3589842,0.13206291
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.100022666,0.7390731,0.12843165,0.032472607
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.4155147,0.15285932,0.016111253,0.4155147
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.2613106,0.027541934,0.7103158,0.0008316943
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.034840427,0.039479375,0.89854646,0.027133752
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.009445455,0.017646434,0.009445455,0.96346265
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.009025313,0.045834325,0.92060703,0.024533346
What is the square root of 81 squared?,9,27,81,729,C,True,0.046981446,0.18581523,0.73491347,0.032289844
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.9758606,0.02025334,0.0024189167,0.001467147
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.05896985,0.20582502,0.29947364,0.43573156
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.19778757,0.15403712,0.03894668,0.6092286
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.23600718,0.7269533,0.015087435,0.021952089
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.070158415,0.14852537,0.11567167,0.6656445
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.0178931,0.97693014,0.005126459,5.0258037e-05
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.0089666005,0.06625472,0.9146182,0.01016049
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.3473475,0.64893055,0.003405275,0.00031673993
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.0007754799,0.01999989,0.0155759305,0.9636487
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.015388354,0.078148514,0.39687088,0.5095923
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.98216665,0.014009855,0.0031260212,0.0006975096
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.9819359,0.014006563,0.004012948,4.457982e-05
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.13263018,0.86485744,0.0024292064,8.3122875e-05
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.028925905,0.9578944,0.012058111,0.001121579
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,True,0.49056256,0.18046789,0.26257923,0.066390425
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.004838986,0.06680015,0.9221475,0.006213381
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.40056515,0.5143358,0.037258364,0.047840685
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.07317745,0.6942883,0.056990657,0.17554358
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.10461464,0.6020157,0.071900524,0.2214692
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.20555128,0.1412732,0.1600835,0.4930919
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.17914438,0.8028694,0.014705066,0.0032811437
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.5674426,0.2680409,0.052780386,0.111736074
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.22633363,0.2564696,0.0943499,0.42284688
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.37535873,0.6188619,0.004725069,0.0010543055
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.7525679,0.14818941,0.061774533,0.037468147
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.04222748,0.2430024,0.660549,0.05422116
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.5089979,0.2121819,0.11357279,0.16524743
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,0.15772066,0.035192236,0.80097157,0.0061154934
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.06793114,0.30444622,0.44296664,0.18465596
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.0121814925,0.015641347,0.96769583,0.0044813207
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.0059060794,0.9932498,0.0007053805,0.00013889767
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.0031493423,0.98949385,0.0051923874,0.0021645091
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.0016870416,0.0075607956,0.9902688,0.0004833455
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.6680308,0.04839199,0.27847666,0.005100478
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.089988045,0.1905047,0.05458051,0.6649267
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.50152194,0.23690219,0.16282034,0.09875553
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.20143346,0.6204588,0.0396646,0.13844307
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.111076176,0.8207481,0.04630344,0.021872196
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.0018871762,0.006586892,0.01394445,0.97758144
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.031549074,0.031549074,0.014902728,0.9219991
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.01880229,0.9059451,0.051109925,0.02414262
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.98714775,0.0066513494,0.005869795,0.00033115118
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.26916307,0.64568865,0.032146946,0.05300135
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.02290954,0.97413844,0.0016595615,0.0012924678
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.004001516,0.012325537,0.9791387,0.0045343116
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.6963875,0.25618666,0.034671094,0.012754783
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.4123811,0.32116273,0.19479504,0.07166109
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.50272614,0.44365427,0.03641736,0.017202342
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.00934881,0.028796362,0.9536045,0.008250296
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.06373984,0.87990135,0.043807708,0.012551119
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.38023922,0.15850729,0.23062675,0.23062675
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.9423298,0.028455896,0.028455896,0.00075832393
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.2816182,0.24852721,0.15073937,0.31911525
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.039276093,0.050431497,0.01637271,0.8939197
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.025316177,0.9499825,0.019716257,0.0049850508
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.08399483,0.074125186,0.7969208,0.044959195
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.19579999,0.2848873,0.10480418,0.41450858
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.38594994,0.38594994,0.086117074,0.14198305
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.12578185,0.18301152,0.052433677,0.63877296
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.0058265063,0.013977062,0.9798677,0.000328709
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.093100645,0.8833144,0.018332604,0.0052523795
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.72229034,0.1422274,0.11076681,0.024715416
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.92512083,0.046059053,0.021756757,0.0070633846
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.04201902,0.9563485,0.0014378118,0.00019458667
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.46764904,0.41269884,0.08126522,0.03838697
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.048525028,0.042823188,0.048525028,0.86012673
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.2410339,0.21271168,0.2731272,0.2731272
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,False,0.17584744,0.54164827,0.10665687,0.17584744
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.17435631,0.10575245,0.030298585,0.6895926
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.6365284,0.20665051,0.059206363,0.09761479
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.2458161,0.31563413,0.40528223,0.03326759
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.17968166,0.23071584,0.15856852,0.4310339
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.14442265,0.831095,0.022147931,0.0023343747
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.14428142,0.34611315,0.34611315,0.16349226
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.23201755,0.20475478,0.18069544,0.38253227
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,False,0.2206912,0.19475931,0.36385828,0.2206912
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.24579841,0.2785261,0.40525305,0.07042242
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.96879053,0.020106606,0.0027211332,0.008381681
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.99677616,0.0024707613,0.0007078849,4.5253568e-05
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.99470454,0.004606396,0.0006234079,6.570671e-05
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.029641043,0.05537676,0.7644526,0.15052964
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.98071325,0.01796239,0.0011482971,0.00017609708
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.028295394,0.06787712,0.82691264,0.07691486
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.19140851,0.7570354,0.037690572,0.013865587
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.55743,0.38311568,0.040380098,0.019074207
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.01986095,0.022505404,0.9569541,0.0006796043
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.054494537,0.07928909,0.85243803,0.013778377
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.99649554,0.0021798252,0.0011667763,0.000157906
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.17672704,0.698969,0.07367079,0.050633147
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.5965384,0.2817848,0.10366283,0.0180139
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.18394874,0.23619486,0.23619486,0.3436615
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.9914042,0.0075694644,0.0009040436,0.000122349
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.029810749,0.76882935,0.17154902,0.029810749
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.3356243,0.43095013,0.1585377,0.0748879
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.30369252,0.3441287,0.2087246,0.14345418
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.45236424,0.16641551,0.35230163,0.028918678
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.04048579,0.92145234,0.02782545,0.01023641
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.030012002,0.15241352,0.68307,0.13450447
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.004030278,0.033745103,0.19418965,0.768035
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.5348409,0.09294141,0.36759043,0.0046272804
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.041934703,0.9544294,0.0030377395,0.00059816637
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.11842085,0.3647619,0.3647619,0.15205537
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.0464114,0.0170738,0.93219787,0.0043169325
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.007431502,0.0108127715,0.97333467,0.0084209945
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.38449812,0.09721635,0.49370536,0.024580142
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.15950817,0.29800048,0.20481254,0.3376788
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.10415314,0.8720636,0.0096877515,0.014095595
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.5976948,0.21987964,0.13336374,0.04906178
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.27480918,0.35286197,0.12981066,0.24251826
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.006616631,0.01090898,0.9819951,0.00047930714
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.72011155,0.26491424,0.011639519,0.003334778
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.04556753,0.024390541,0.014793611,0.91524833
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,True,0.41792753,0.53662956,0.03430558,0.0111373905
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.54214734,0.29019058,0.13707632,0.030585859
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.15262023,0.08169172,0.6839964,0.08169172
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.7041911,0.29355052,0.0011996739,0.0010587084
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.19785659,0.782538,0.014332684,0.0052726995
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.14591102,0.2725977,0.30889365,0.2725977
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.18621315,0.44670215,0.23910244,0.12798232
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.035716053,0.06672638,0.3388645,0.5586931
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.032913696,0.9618792,0.0039309803,0.0012762025
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.2582093,0.29258946,0.29258946,0.15661186
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.99931335,0.0006262964,5.1409537e-05,8.933638e-06
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.052968696,0.9388926,0.0071685333,0.00097015547
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,False,0.394276,0.394276,0.18624279,0.025205221
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.15456942,0.13640703,0.016291497,0.69273204
