0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.40202868,0.16759048,0.21519046,0.21519046
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.3300365,0.2570327,0.2570327,0.1558982
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,True,0.44898424,0.2723227,0.16517207,0.113520995
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.32731417,0.32731417,0.120412156,0.22495952
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.10015971,0.838627,0.028696237,0.032517098
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.25916708,0.5486567,0.084139235,0.10803691
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.45669493,0.2444512,0.16800869,0.1308453
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.51597023,0.18981485,0.21508838,0.079126604
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.2866128,0.2529349,0.2866128,0.17383946
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.0258781,0.97106856,0.0027275316,0.0003257572
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.31779525,0.24749918,0.31779525,0.11691034
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.48473036,0.22897041,0.20206568,0.08423351
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,True,0.7810475,0.19747974,0.016210124,0.0052626566
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.23569207,0.44033074,0.16198863,0.16198863
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.022931293,0.9750634,0.0014659484,0.0005392923
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.3969762,0.57759696,0.01976428,0.005662561
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,True,0.45038873,0.27317458,0.18774995,0.0886868
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.58597875,0.16788572,0.11538606,0.13074954
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,True,0.75284266,0.13082445,0.054535743,0.06179709
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,True,0.29539207,0.17916435,0.29539207,0.23005158
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.2564696,0.42284688,0.22633363,0.0943499
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,True,0.32179603,0.19517916,0.11838214,0.36464268
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.23404221,0.6361927,0.11055371,0.019211354
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.7149976,0.07536019,0.085394286,0.12424795
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,True,0.08687245,0.03621383,0.052690808,0.8242229
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.15705714,0.79760194,0.024085492,0.021255372
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,False,0.4474129,0.3075021,0.09983132,0.1452537
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.18910499,0.51404065,0.12996984,0.16688456
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.3042701,0.6441398,0.04117848,0.01041155
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,True,0.49309197,0.20555131,0.14127322,0.16008352
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.3179559,0.36029124,0.21852769,0.10322517
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.51742554,0.24441451,0.1482449,0.089915074
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.66006255,0.275155,0.022586098,0.042196386
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.49088004,0.18058468,0.23187532,0.09666001
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.0660803,0.91221035,0.014744507,0.006964812
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,False,0.35909978,0.14969505,0.35909978,0.13210543
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,False,0.3034683,0.44154376,0.14334826,0.111639746
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.627425,0.13999745,0.10903012,0.123547316
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.09072991,0.21764973,0.16950579,0.5221146
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.25585195,0.61375695,0.07330281,0.057088293
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.31375834,0.4028737,0.11542525,0.16794273
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.5284271,0.11790803,0.24961129,0.104053475
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.121286504,0.10703496,0.6159437,0.15573494
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,False,0.50152194,0.23690219,0.16282034,0.09875553
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.3870198,0.5631105,0.028035618,0.021834163
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.25094652,0.32222173,0.32222173,0.10461008
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.46418503,0.28154245,0.15069881,0.10357368
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.18535899,0.733109,0.05310624,0.02842572
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,True,0.30900928,0.12881424,0.16540074,0.39677578
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.47935417,0.19982454,0.22643088,0.09439044
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.55906177,0.26408207,0.11008579,0.066770405
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.17652094,0.79111195,0.02108242,0.011284606
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.965063,0.022696106,0.006502543,0.0057384744
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.22286832,0.6864828,0.07235475,0.018294146
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.45775676,0.14861186,0.24501954,0.14861186
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.21074323,0.73556614,0.02516969,0.028520994
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.17677873,0.7922673,0.014510882,0.016442982
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.4097933,0.2485522,0.17082725,0.17082725
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.11979867,0.28738207,0.3690059,0.22381338
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.5620893,0.2655122,0.086199194,0.086199194
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.6749484,0.21912366,0.062779985,0.043148007
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.32550746,0.41795984,0.17423157,0.08230117
