0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_52000_correct,llama2_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_52000_choiceD_probs
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.19040897,0.048142925,0.008365986,0.7530821
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,4.4950925e-06,0.9999757,8.315085e-07,1.8925046e-05
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.16419247,0.041514356,0.6493938,0.14489935
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,True,0.0006241642,0.00029483426,0.0031697673,0.99591124
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.08294606,0.12068581,0.54087627,0.25549185
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.02571367,0.033017002,0.85151976,0.08974952
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.00033520468,0.00023038259,0.00020331192,0.9992311
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.009647008,0.00048029626,0.9840216,0.0058512064
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,True,0.0003937764,0.0003937764,0.9141804,0.08503202
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.98396,0.008512922,0.0008972554,0.0066298703
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.15710118,0.29350364,0.065489516,0.4839057
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.06187721,0.00448237,0.8541885,0.07945191
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.02269176,0.0050632157,0.0073669357,0.96487814
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.341046,0.0523011,0.341046,0.2656069
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.05824878,0.7096154,0.10882305,0.12331267
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.02282681,0.0050933496,0.0014592691,0.97062063
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.30689576,0.18614168,0.39406195,0.112900645
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.99978954,3.535006e-05,0.00015842797,1.6698186e-05
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,False,0.0030624394,0.14755659,0.00025138032,0.84912956
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.0046045333,6.568014e-05,0.9943024,0.0010274103
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,False,0.07337749,0.2902136,0.09421856,0.5421904
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,False,0.009445455,0.009445455,0.96346265,0.017646434
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.0001981266,0.00010604952,0.9737464,0.025949463
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.47733968,0.044399507,0.057010096,0.4212508
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.94901055,0.00031835758,0.0034226666,0.047248453
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.028653136,0.0105409,0.011944404,0.94886154
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,True,0.10953903,0.016798355,0.15937835,0.7142842
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.00090793625,0.0019221011,0.995673,0.0014969337
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.00062146585,0.00020176041,0.99160576,0.0075710034
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,5.422066e-06,1.1478514e-05,0.9999664,1.6701139e-05
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.003420795,0.0008649124,0.047222618,0.94849163
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.00070904085,0.0005522015,0.00033492717,0.99840385
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,1.6678774e-05,0.00080362835,0.9986273,0.00055232516
What is the square root of 81 squared?,9,27,81,729,C,True,0.005785127,0.013877797,0.97290874,0.00742825
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.9926064,0.002788027,0.0010256579,0.0035798978
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.007115264,0.024834711,0.93191564,0.03613429
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.025784176,0.002717632,0.0039541316,0.9675441
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.005563712,0.34421468,0.0071439473,0.6430777
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,1.0129582e-05,2.1444324e-05,1.892455e-05,0.99994946
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,3.5351295e-05,0.99982446,3.1197407e-05,0.00010888965
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.0013045039,0.005846381,0.009639052,0.9832101
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.00055190246,0.9978631,8.4636995e-05,0.0015002264
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,3.1193977e-05,7.483045e-05,0.00017950893,0.99971443
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,True,0.0021784373,3.7482085e-05,0.7755774,0.22220665
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.99984086,0.00012339016,1.1477073e-05,2.4296964e-05
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,False,0.00070739555,3.521915e-05,0.003170327,0.9960871
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,2.7534325e-05,0.9999229,4.2225256e-06,4.5396428e-05
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.0011677158,0.00090941804,0.99729794,0.0006250333
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.4180794,0.018369127,0.5368246,0.026726922
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.0004928688,0.10643004,0.89112777,0.0019493342
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.028182248,0.010367669,0.93326783,0.028182248
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.0003779979,0.0011643154,0.0040638605,0.9943938
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.0038245318,0.9358321,0.0005175941,0.05982574
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.10479488,0.0035858836,0.014182444,0.87743676
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.0014996745,0.99749595,0.0006251574,0.0003791771
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,False,0.1319732,0.05501462,0.40650612,0.40650612
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.0023522724,0.0014267252,0.04724665,0.9489744
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.00605813,0.5453355,0.37480325,0.07380313
On what body part should you wear a babushka?,head,hands,foot,legs,A,False,0.09633424,0.045505073,0.8065967,0.051564
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,False,0.116715394,0.042937193,0.31726533,0.5230821
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.72711843,0.059685517,0.08684191,0.12635423
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,True,2.742287e-05,2.742287e-05,0.9958753,0.0040699146
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,True,0.0012768739,0.010691134,0.025646698,0.96238524
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,1.892287e-05,4.5393608e-05,0.99986076,7.484141e-05
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,3.5006917e-06,0.99995005,1.892456e-05,2.7535074e-05
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,8.121573e-05,0.9575267,0.0003212144,0.042070787
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,4.22272e-06,1.670118e-05,0.9999689,1.0129778e-05
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.0051967716,0.000426577,0.9903294,0.00404725
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,True,0.007350311,0.9627008,0.0008778695,0.029071044
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,True,0.09685129,0.20503417,0.6315497,0.06656485
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.82409286,0.036208116,0.013320221,0.12637874
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.0008036278,0.9986266,0.00013964958,0.00043015095
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.00017945163,0.00037989908,4.5372475e-05,0.99939525
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.0024681974,0.000624058,0.0011658937,0.99574184
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,False,0.0008286175,0.04524098,0.04524098,0.9086894
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.99889404,0.00012327332,0.00043026617,0.00055247266
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.5061803,0.27093878,0.036667578,0.18621333
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.00010887829,0.99972016,9.6084754e-05,7.483088e-05
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,True,0.0014695477,0.00078659225,0.9774574,0.02028648
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.0006257389,0.00091044465,4.0002145e-05,0.9984238
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,False,0.067135975,0.0042918595,0.8178836,0.11068851
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.09467809,0.0068584583,0.00018277172,0.89828074
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,1.8923112e-05,1.1477448e-05,0.9998735,9.6099495e-05
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,3.995679e-05,0.99729174,0.0021815668,0.00048677335
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.0019169517,0.0019169517,0.0031605193,0.9930056
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.9356922,0.0043331143,0.00015783368,0.0598168
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,False,0.07975901,0.35745507,0.04269192,0.52009404
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,False,0.0013235128,0.0010307528,0.00010864054,0.99753714
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.00020326146,0.9989831,0.00026099288,0.0005525219
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.0008012724,0.0013210748,0.99569964,0.002178084
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.00020311803,0.0010315184,0.00048725482,0.99827814
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,True,0.23961216,0.004972992,0.73805743,0.017357448
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.004066872,0.00062367506,0.00017868589,0.9951308
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,2.1437361e-05,0.00023047334,0.9996247,0.00012336348
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.00910056,0.92828244,0.040785886,0.021831112
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.73591876,0.00027974404,0.16420567,0.09959577
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.9316818,0.00058390986,0.00024340986,0.06749081
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.000108874585,0.9996861,9.608149e-05,0.000108874585
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,True,0.10139727,0.042268667,0.007345193,0.8489889
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,False,0.73612964,0.002654898,0.022229189,0.2389863
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.0031434207,0.0016825518,0.0075406735,0.98763335
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.0013248009,0.00013963299,2.7495365e-05,0.99850804
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0009828074,0.0005260589,0.95113677,0.04735431
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.060046487,7.9668505e-05,0.0005886751,0.9392851
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.0036770855,0.7940294,0.09483329,0.10746019
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,False,0.2876832,0.016229976,0.005970674,0.6901161
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.041043013,0.5665813,0.18394202,0.20843361
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,False,0.9916687,0.0004271539,0.00033266778,0.007571484
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,False,0.042241007,0.04786533,0.061460305,0.8484333
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.015860135,0.0018942229,0.0010139045,0.98123175
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.8826908,0.034225635,0.056428533,0.026654953
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.99704295,0.0019247457,0.00022987809,0.0008023534
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.99928325,2.4283414e-05,0.00055268797,0.0001397414
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.95173764,0.0002817569,0.0005964794,0.047384225
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,False,0.0017002322,5.8178743e-05,0.00023010139,0.99801147
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.982624,0.0051563373,0.0013037262,0.010915967
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.010377597,0.021969372,0.82439464,0.1432583
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,True,0.046655487,0.015146819,0.0010972319,0.9371005
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,True,0.017888838,0.00089063286,0.0045230067,0.9766975
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,1.892163e-05,2.7530808e-05,0.99979514,0.00015842885
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.0049337633,0.05304295,0.82973135,0.112291925
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.9999639,1.4738667e-05,8.397838e-06,1.3006827e-05
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.025474777,0.042000804,0.088915706,0.84360874
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.054347176,0.40157434,0.35438812,0.18969028
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.010825792,0.0051137423,0.009553728,0.9745068
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.9987502,0.0002302717,0.000108772656,0.0009107423
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.00015829082,0.99892396,0.00043027903,0.00048757004
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,True,0.05884811,0.9205393,0.01158788,0.00902465
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.106466,0.023755774,0.6942455,0.17553276
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,True,0.01955683,0.0016053225,0.94230086,0.03653697
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.9818633,0.0014761718,0.00079013786,0.015870342
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,True,0.004108168,0.0028235002,0.8871173,0.105951056
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,4.5336998e-05,0.00043014545,0.00091061794,0.99861383
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.9632043,0.013739372,0.0030656683,0.019990668
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,8.4679894e-05,0.9983689,4.532588e-05,0.0015009869
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.016654471,0.045271546,0.7081661,0.22990787
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,4.005994e-05,5.8286867e-05,0.99986625,3.5352772e-05
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.0045776796,0.00025825502,0.9885035,0.0066604842
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.13271911,0.0005423927,0.8654373,0.0013011324
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.22354035,0.01619321,0.2870315,0.47323495
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.012021885,0.9550166,0.00028272762,0.032678872
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,False,0.0050822436,0.015654411,0.9685042,0.01075911
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.0006249653,0.00048672344,0.0016988318,0.99718946
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,3.5351753e-05,3.119781e-05,0.9998374,9.6096024e-05
How is the Arabic numeral for '2' written?,2,II,I,ii,A,True,0.9864152,0.0066464134,0.000292023,0.0066464134
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.00012336057,0.00017948858,9.607331e-05,0.99960107
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.12229289,0.07417439,0.42684412,0.3766886
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.028975751,0.31151867,2.0577836e-05,0.65948504
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,True,0.081783436,0.09267278,0.77593964,0.04960416
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.003079748,0.967628,7.2428724e-05,0.029219834
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.0009077206,0.9954365,6.5755055e-05,0.0035901046
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,True,0.01380683,0.07011687,0.85419834,0.06187792
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.14350434,0.30379868,0.16261171,0.39008522
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.008553242,0.002450545,0.00037580327,0.9886204
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,False,0.0034034224,0.34715855,0.00086051994,0.6485775
