0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp7500_correct,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.044344738,0.6936684,0.25518635,0.006800486
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,True,0.6271656,0.26144153,0.108985044,0.0024077932
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.0529751,0.5026138,0.391436,0.0529751
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.07957181,0.5879606,0.31471264,0.017754871
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.032026645,0.50098103,0.39016443,0.076827936
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.047604524,0.51179683,0.39858776,0.042010844
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.011656574,0.5616452,0.38601273,0.040685445
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.16913624,0.3580614,0.45975995,0.013042387
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.059601456,0.4403985,0.4403985,0.059601456
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.4111929,0.5279821,0.055648904,0.0051761544
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.11417892,0.6570543,0.2133143,0.015452436
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.09518495,0.37646377,0.48338905,0.044962186
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.18540514,0.6471275,0.16361946,0.003847961
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.04642753,0.49914297,0.34305564,0.11137386
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.2704188,0.64870095,0.077476285,0.0034040702
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.45336506,0.51372993,0.025577106,0.0073279636
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.1656082,0.5780294,0.2409585,0.015403962
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.03045387,0.61168236,0.32740998,0.03045387
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.026729945,0.6893744,0.25360668,0.030288998
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.07207326,0.46997666,0.28505525,0.17289476
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,False,0.13095108,0.24464881,0.586882,0.03751811
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.07682792,0.500981,0.39016438,0.03202664
The complementary color of blue is,magenta,yellow,cyan,white,B,False,0.4891163,0.43164364,0.07500842,0.0042316853
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,True,0.0914678,0.5263608,0.36176217,0.020409223
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.04097374,0.49916235,0.44050923,0.019354625
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.045890212,0.92172956,0.03153985,0.00084050855
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.090826534,0.8617382,0.037862133,0.009573046
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.03959012,0.70175165,0.2278254,0.030832816
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.13883394,0.6222105,0.22889845,0.010057096
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.07018549,0.35643134,0.45766687,0.11571631
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.13424714,0.60165393,0.25080666,0.013292267
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,True,0.10439975,0.3643909,0.412909,0.118300416
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.098303914,0.641022,0.23581883,0.02485512
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.17435634,0.6895927,0.119833246,0.016217668
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.18494348,0.64551616,0.16321205,0.0063284175
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.10838985,0.70679057,0.17870463,0.0061149364
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.06545464,0.4268179,0.48364803,0.024079418
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.14874162,0.40432164,0.40432164,0.042615186
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.09396559,0.47719663,0.42112455,0.007713165
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.08443934,0.48591483,0.37843084,0.051215045
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,False,0.08330186,0.6155221,0.25658777,0.04458827
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.102395065,0.7566029,0.13147786,0.009524225
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.014622625,0.17814004,0.7983683,0.008869071
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.09569051,0.4859565,0.3784633,0.039889738
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.1511253,0.6772966,0.13336761,0.03821046
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.113375865,0.57577014,0.30818757,0.0026663446
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.29861605,0.6321702,0.066630244,0.0025835352
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.16370815,0.6474783,0.16370815,0.025105458
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.43012607,0.4873967,0.058211233,0.024266051
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,True,0.15075055,0.40978247,0.40978247,0.029684544
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.41197985,0.36357093,0.1946055,0.029843722
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.08653025,0.6393769,0.26653194,0.0075609293
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.19643876,0.36699593,0.41586086,0.020704493
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.18658872,0.7379727,0.068642154,0.006796493
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.08571782,0.6333738,0.26402947,0.01687884
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.13388012,0.6000091,0.250121,0.0159897
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.13141756,0.40479454,0.4586923,0.0050956113
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,True,0.20420332,0.7127396,0.06629511,0.01676203
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.0032706293,0.33361328,0.62327164,0.039844424
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.4154417,0.32354632,0.22236992,0.038642097
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,False,0.32201362,0.46852702,0.19531111,0.01414829
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.027759843,0.38321283,0.55757135,0.031456023
